,ORGANON FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES,Close
2022-01-04,-1.695625442139015,98.30437455786098
2022-01-05,-3.6655141081952336,94.7010138394695
2022-01-06,-0.7554901252181834,93.9855570314308
2022-01-07,0.9729158138976456,94.89995737856938
2022-01-10,-1.2377982896922823,93.72528732921874
2022-01-11,2.0455984020576468,95.64253030914918
2022-01-12,1.4851080352148438,97.06292521185314
2022-01-13,-0.7225193947439812,96.36162675209165
2022-01-14,1.32927209210576,97.64253496400633
2022-01-17,-1.028659997602588,96.63812526618648
2022-01-18,0.2154348203361467,96.84631743772991
2022-01-19,0.1167855424291763,96.95941993487224
2022-01-20,2.2959622986674866,99.1855716615836
2022-01-21,0.5796058624922384,99.76045704968057
2022-01-24,-1.2870843896218176,98.47645577997875
2022-01-25,2.824170885062305,101.25759917275816
2022-01-26,-0.294042374580783,100.95985892370709
2022-01-27,1.2921701997628876,102.26443213444189
2022-01-28,0.9992002348885975,103.28625858053672
2022-01-31,2.1751315870077947,105.53287061596053
2022-02-01,-0.1796188664744624,105.34331367000219
2022-02-02,-0.7741619121788501,104.52778585854193
2022-02-03,1.1000351532718833,105.67762824792266
2022-02-04,-1.1393018978671954,104.47364102367304
2022-02-07,-0.4137476123838968,104.04138382836707
2022-02-08,0.3039748397588804,104.35764345814228
2022-02-09,0.59461495725186,104.97816961517997
2022-02-10,0.0503232397633057,105.03099803117455
2022-02-11,-1.656996024395141,103.29063856941545
2022-02-14,0.4956392839741141,103.8025875508332
2022-02-15,2.492582836699841,106.38995303217558
2022-02-16,-0.1074962464660433,106.275587826049
2022-02-17,-0.8473253692416138,105.37508780908824
2022-02-18,-0.4158048747316956,104.93693305722525
2022-02-21,-2.326535154609788,102.49553841947956
2022-02-22,0.0637498130346969,102.56087913359089
2022-02-23,1.0279212822352113,103.6151242374526
2022-02-24,-1.3502514374186814,102.21605953305325
2022-02-25,0.0592815724162587,102.27665482040639
2022-03-02,-0.2509957976496446,102.01994471483054
2022-03-03,1.6574840056181372,103.71090898101933
2022-03-04,-2.4549896328892262,101.16481691736013
2022-03-07,-5.564834649318218,95.53516213262353
2022-03-08,2.084853409762566,97.52693021786773
2022-03-09,2.740497551105769,100.19965335215703
2022-03-10,0.1903500981074612,100.3903834906162
2022-03-11,-3.139469865208666,97.23865765336089
2022-03-14,-1.5633477846460186,95.71847925311755
2022-03-15,-0.1623099294470797,95.563118656974
2022-03-16,1.213452839474649,96.72273203380757
2022-03-17,0.6563975611203476,97.35761768792645
2022-03-18,4.500431367596014,101.7391304530981
2022-03-21,-0.4002920606464011,101.33187679132367
2022-03-22,0.9681533915814722,102.31292479323203
2022-03-23,-0.3532538849625677,101.95150041158111
2022-03-24,1.761203338357098,103.74707364033503
2022-03-25,0.3267176074954081,104.08603359717924
2022-03-28,0.4614352353134343,104.56632323123681
2022-03-29,3.251647045590822,107.96645099126827
2022-03-30,-1.0948878018219863,106.78433948930477
2022-03-31,-1.0413631144706614,105.67232676583203
2022-04-01,1.5749001105862082,107.33656035692613
2022-04-04,0.0626740447616791,107.40383252080987
2022-04-05,-2.443924591667579,104.77896384544034
2022-04-06,-2.2697677965912155,102.40072466647459
2022-04-07,1.0400581680245713,103.4657517674846
2022-04-08,0.1314269261618816,103.6017336246629
2022-04-11,-1.7381714119469427,101.80095790851759
2022-04-12,-0.5883473187427435,101.2020147022084
2022-04-13,0.3733643417864307,101.57986693827591
2022-04-14,-0.9814189007932071,100.58294292474308
2022-04-18,2.8299177944155707,103.42935752471725
2022-04-19,0.8485543933097306,104.30701188196527
2022-04-20,0.1098165341878898,104.42155822732899
2022-04-22,-1.3558836429551802,103.00572339960571
2022-04-25,1.5603272148186909,104.61294973463063
2022-04-26,-0.508101965408192,104.08140928095749
2022-04-27,0.0115056082529818,104.09338448017354
2022-04-28,0.5531445390285938,104.66917135191567
2022-04-29,-1.597193090513771,102.99740257918485
2022-05-02,-0.7664930994905284,102.20793459576092
2022-05-03,-0.404792880584548,101.79420415312477
2022-05-04,3.109629805246405,104.9596270654837
2022-05-05,-3.1326234920679097,101.6716371308435
2022-05-06,-1.2148448535933332,100.43648447959535
2022-05-09,-2.594085013395475,97.8310766877289
2022-05-10,0.8884183509080268,98.70022592591359
2022-05-11,0.9897782749161754,99.67713931942146
2022-05-12,1.520097496399497,101.19232901869862
2022-05-13,3.842959617220898,105.08110935861251
2022-05-16,0.1845081633895517,105.27499258355945
2022-05-17,1.2455345418033392,106.58622898006858
2022-05-18,-0.6743682262671413,105.86744531825066
2022-05-19,-0.1714551681049614,105.68593011191183
2022-05-20,0.8081909941872523,106.54007428119934
2022-05-23,1.4996241919573716,108.13777500924955
2022-05-24,-0.5525537839146555,107.54025564159483
2022-05-25,1.3552496422223337,108.99769457142253
2022-05-26,1.2718353582264363,110.38396579063354
2022-05-27,-0.683500957833838,109.62949032715959
2022-05-30,-0.5078492167507886,109.07273781920523
2022-05-31,-0.3836687187207199,108.65425984354067
2022-06-01,0.0499039494119557,108.70848261040693
2022-06-02,1.1807368003013077,109.99204366963716
2022-06-03,-0.0977140700275658,109.88456596706105
2022-06-06,-1.9667554168625312,107.723405313608
2022-06-07,-1.1373548409336245,106.49820794845513
2022-06-08,-0.7186457740265162,105.73286307761958
2022-06-09,-0.1397086869938335,105.58514508289285
2022-06-10,-2.8994783754262787,102.52372663355192
2022-06-13,-3.04917342736779,99.39760040429445
2022-06-14,-1.940573287825076,97.46871712210961
2022-06-15,2.033315465709129,99.45056362158175
2022-06-17,-0.9924373362222738,98.46357909711769
2022-06-20,-0.953548900448109,97.52468072129527
2022-06-21,0.4980251964949778,98.0103782040886
2022-06-22,0.4678540804158748,98.46892375774746
2022-06-23,1.1245075333725874,99.57621422343423
2022-06-24,0.2680763292859156,99.84315448336629
2022-06-27,0.2087860863393631,100.05161309808987
2022-06-28,-0.3204847379027598,99.73096294808498
2022-06-29,-1.4599903973760542,98.27490046583227
2022-06-30,-0.5988403896510452,97.6863906689535
2022-07-01,-0.1645459065442001,97.52565171185697
2022-07-04,-1.2646423945331886,96.29230097476405
2022-07-05,-0.5683764134479241,95.7449982480572
2022-07-06,2.501394170727456,98.1399580529972
2022-07-07,2.9282061592569075,101.01369834939722
2022-07-08,-0.3589953044050409,100.65106391551701
2022-07-11,-0.8205431349009307,99.82517852035349
2022-07-12,0.5487718151020227,100.37299096444846
2022-07-13,-0.744150975181701,99.62606437336748
2022-07-14,-1.6085379300590508,98.02354133969682
2022-07-15,0.6770526617608352,98.68721233548948
2022-07-18,-0.4218069813805791,98.27094278412851
2022-07-19,0.4930343931526693,98.75545233052964
2022-07-20,1.153185916636135,99.89428629871561
2022-07-21,1.705660916497731,101.59814409792715
2022-07-22,-0.5840798100258615,101.00472985089017
2022-07-25,0.3771256588667615,101.38564460382693
2022-07-26,-1.6544809785180692,99.70823839890869
2022-07-27,2.46427510609748,102.16532369650133
2022-07-28,1.4212047412978546,103.6173021208383
2022-07-29,0.0030582571148407,103.62047100435262
2022-08-01,-0.2715667560523105,103.33907225263998
2022-08-02,-0.0998122999640749,103.23592714786308
2022-08-03,2.0939373586362557,105.3976227939467
2022-08-04,2.685558071623761,108.22813716018909
2022-08-05,2.1586721928197328,110.5644278618729
2022-08-08,1.4110873673073954,112.1245885361675
2022-08-09,-0.7873543976091524,111.24177065752681
2022-08-10,2.202142959488796,113.69147347807221
2022-08-11,-1.1444046357722892,112.39038298511133
2022-08-12,0.4061213936699781,112.84682437484149
2022-08-15,1.7208655787846583,114.78876653225971
2022-08-16,-0.3117328070567637,114.43093228816286
2022-08-17,0.1134059793989283,114.56070380765958
2022-08-18,-0.6272394036607731,113.84213393226683
2022-08-19,-1.680726413516198,111.92875911755674
2022-08-22,-0.6350043180617493,111.21800666400732
2022-08-23,0.4308888299489721,111.69723263161443
2022-08-24,1.596818649895071,113.48083487369273
2022-08-25,0.5974892230075746,114.15887063224207
2022-08-26,0.2760281856648561,114.47398129162374
2022-08-29,0.1326745839150156,114.62585916999336
2022-08-30,-0.7024461822827233,113.82067419834497
2022-08-31,-0.8107713598025423,112.89784877041063
2022-09-01,2.067643027636601,115.23217326886375
2022-09-02,0.4842858673680617,115.79022639866594
2022-09-05,-0.4503287468611727,115.2687897231371
2022-09-06,-1.128560265788614,113.96791196346635
2022-09-08,0.328282556897741,114.34204873890299
2022-09-09,1.1733892136416513,115.68372600546216
2022-09-12,-0.2681402436179314,115.37353138072481
2022-09-13,-1.3083449862751229,113.86404756741655
2022-09-14,0.5572066818482657,114.49850564868508
2022-09-15,0.1335291558600682,114.65139453675016
2022-09-16,0.323813288481678,115.02265098768972
2022-09-19,2.4394128457583486,117.82852831141521
2022-09-20,0.4188916617016147,118.32210219161746
2022-09-21,-0.4930359474586088,117.73873169402408
2022-09-22,1.7616884161145483,119.8129212915579
2022-09-23,-0.978786143063004,118.64020902035715
2022-09-26,-2.4649611500442314,115.71577395967407
2022-09-27,-1.1043587788450715,114.43785665144189
2022-09-28,1.7548703004035993,116.44609261023649
2022-09-29,-1.2477894612720974,114.99309053858282
2022-09-30,1.339979717230877,116.53397462801676
2022-10-03,3.316641565227285,120.39898886814099
2022-10-04,-0.877889945285748,119.34201825064187
2022-10-05,-0.0673875051843131,119.26159664190615
2022-10-06,0.4100151683509745,119.75058727815552
2022-10-07,-0.0381501265699468,119.70490227754065
2022-10-10,-0.1374007891908113,119.54042679711122
2022-10-11,-0.0367697362508745,119.49647209746476
2022-10-13,0.5462768627442882,120.1492536763289
2022-10-14,-0.7725975051823819,119.22098353993033
2022-10-17,0.3452641637574194,119.63261087177284
2022-10-18,1.7415083449385804,121.71602277337266
2022-10-19,0.2343535778868588,122.00126862760364
2022-10-20,-0.9840849547999464,120.80067249837433
2022-10-21,1.0514135426665794,122.07078712865453
2022-10-24,-1.2538024385126634,120.54026062292385
2022-10-25,-0.7581717589739245,119.62635840868728
2022-10-26,-1.7776304848182711,117.49984379373649
2022-10-27,2.1655596543926903,120.04437300490808
2022-10-28,0.830994563453924,121.04193521831122
2022-10-31,2.1209370246763948,123.6091584377412
2022-11-01,1.7979654460281047,125.83160839457793
2022-11-03,1.6638702547446371,127.92528309772206
2022-11-04,0.3023546855010828,128.31207118510855
2022-11-07,-1.9420635338245893,125.8201692411275
2022-11-08,0.5774674657692991,126.54673978387089
2022-11-09,-1.8413087327063704,124.21662361327527
2022-11-10,-5.347009393148793,117.57474908082116
2022-11-11,-0.9834838326241768,116.41842043236285
2022-11-14,0.4474310875786536,116.93931263704526
2022-11-16,-2.223613182050843,114.33903466624828
2022-11-17,-2.224261477250056,111.79583556470733
2022-11-18,-0.5665861226948898,111.1624158746469
2022-11-21,1.980499916421774,113.36398742813671
2022-11-22,-1.2855237467898628,111.90666644944014
2022-11-23,-0.9094018601681242,110.88898514309679
2022-11-24,3.6478496734230426,114.93404862550138
2022-11-25,-2.6684191238785404,111.86712649213064
2022-11-28,-1.0261934051375876,110.71915341755147
2022-11-29,1.6616548200427683,112.55892356702476
2022-11-30,-1.0385521491927507,111.3899404472112
2022-12-01,0.8473917741907755,112.33384963983687
2022-12-02,1.1083527223364251,113.57890492042532
2022-12-05,-1.8050407084961968,111.52875945034745
2022-12-06,0.5585729040102905,112.15172888081591
2022-12-07,-0.1464046503174998,111.98753353432292
2022-12-08,-1.814614592730201,109.95539140877047
2022-12-09,-2.0412100148304413,107.71097094748863
2022-12-12,-2.127652022973514,105.41925629515998
2022-12-13,-0.2243397382254652,105.18275901154819
2022-12-14,0.8748822012481616,106.10298424892197
2022-12-15,0.6668490196719556,106.8105309592286
2022-12-16,-2.3893693535758653,104.25843286609712
2022-12-19,2.236442666669469,106.59011294231547
2022-12-20,3.2294666315549447,110.03240507232428
2022-12-21,0.487789111353254,110.56913116322718
2022-12-22,1.5831363257380993,112.31959124372524
2022-12-23,1.6525814491433757,114.1757639723727
2022-12-26,-0.8413586902402237,113.21513626004298
2022-12-27,-0.4656058015744091,112.68800001735585
2022-12-28,2.4069017282750016,115.40028943733212
2022-12-29,-0.6193212809533,114.68559088656502
2022-12-30,-0.0022176467379453,114.68304756529983
2023-01-02,-2.448962575164648,111.87450265036736
2023-01-03,-1.477195280582,110.22189777704155
2023-01-04,-0.3857349029419699,109.79673344663048
2023-01-05,2.5741593664872164,112.62307634474392
2023-01-06,0.4828598201202405,113.16688792859604
2023-01-09,0.0376001066545894,113.20943879915487
2023-01-10,1.5597797925545276,114.97525674880848
2023-01-11,0.9342869804919608,116.04945560339979
2023-01-12,-0.5994721758314392,115.35377140685355
2023-01-13,-1.7297509420115431,113.35843845929766
2023-01-16,-0.0971199777092035,113.24834476913449
2023-01-17,1.0080784407689114,114.38997691727978
2023-01-18,0.9565394468959544,115.48416216978875
2023-01-19,-0.1535380616920933,115.3068500256319
2023-01-20,0.0128679435897227,115.32168764604829
2023-01-23,-0.3602158814996481,114.9062806123338
2023-01-24,0.9110128859938004,115.95309163552835
2023-01-25,2.503769886988305,118.85629022693067
2023-01-26,0.8093896224411257,119.81830070564595
2023-01-27,-1.3812815967533254,118.1632725684563
2023-01-30,-0.8808737371084563,117.1224033334929
2023-01-31,1.9221407265161528,119.37366074784047
2023-02-01,-0.070781177050283,119.28916666567514
2023-02-02,-1.0580466448968373,118.02703164004356
2023-02-03,-0.981339052795771,116.86878628570419
2023-02-06,-0.539404152374523,116.2383911996494
2023-02-07,-0.5733631683460638,115.5719230770326
2023-02-08,2.3102786179871826,118.24195650427787
2023-02-09,-1.4421076703804658,116.53678017992173
2023-02-10,0.675609260322596,117.32411345849907
2023-02-13,0.3750921707751597,117.76418702251327
2023-02-14,-0.0419772452210143,117.7147528609443
2023-02-15,0.7813533600390166,118.63452103768492
2023-02-16,0.0857504968312605,118.73625072888812
2023-02-17,0.1701149829411719,118.93823888156057
2023-02-22,-1.1526058741405665,117.56734975361236
