,XP INVESTOR DIVIDENDOS FUNDO DE INVESTIMENTO EM ACOES,Close
2022-01-04,-1.2664713336602795,98.73352866633972
2022-01-05,-2.085518342757797,96.67442281555118
2022-01-06,-0.0360250327568922,96.63959582306434
2022-01-07,-0.6348824229554406,96.02604801556852
2022-01-10,-0.5496118707352893,95.49827745667699
2022-01-11,1.7726770519489676,97.19115350615806
2022-01-12,2.4506462939658524,99.57296490761938
2022-01-13,-0.1114155969669017,99.46202509434991
2022-01-14,0.9048160359512948,100.36197344708549
2022-01-17,-0.3747251999105749,99.9858918414517
2022-01-18,0.2053883758396768,100.19125124077368
2022-01-19,1.6186685193676276,101.81301548376861
2022-01-20,1.384914426157513,103.2230386229093
2022-01-21,0.0986201808890419,103.32483737031838
2022-01-24,-0.7171281583980837,102.5838658669168
2022-01-25,2.319705175079645,104.96350911222842
2022-01-26,0.9926527952974108,106.00543231947321
2022-01-27,1.7695151367878026,107.88121449018364
2022-01-28,0.4440519432971301,108.36026311957984
2022-01-31,1.2792408647568143,109.74645188656352
2022-02-01,-0.175116812922127,109.55426739772466
2022-02-02,-0.8367144266120063,108.6376110374388
2022-02-03,0.2489946232880679,108.90811284779063
2022-02-04,-0.5604909849739492,108.2976926933735
2022-02-07,0.0526700014825687,108.3547330897207
2022-02-08,-0.0475408761492657,108.30322030026065
2022-02-09,0.4918054468275867,108.83586143678701
2022-02-10,0.3339026517492183,109.19926726417854
2022-02-11,-0.0907170961831349,109.10020485986323
2022-02-14,0.5744635320110048,109.72694575013244
2022-02-15,1.3997846631213395,111.26288670805427
2022-02-16,-0.0343477755043508,111.22467038150812
2022-02-17,0.0523096289259727,111.28285159385882
2022-02-18,0.3192646906652108,111.63813844576339
2022-02-21,-1.302300460842987,110.18427445430768
2022-02-22,1.1955045723980096,111.50153249347251
2022-02-23,0.9457211597203364,112.55602607967573
2022-02-24,-0.0349577434485715,112.51667903284289
2022-02-25,0.8762644590105229,113.50262270166664
2022-03-02,-0.5011074274050564,112.93385262900905
2022-03-03,0.1392712633994319,113.09113703237112
2022-03-04,-1.363123570424607,111.54956508742168
2022-03-07,-2.597051332529954,108.65256562088743
2022-03-08,0.2678129267720708,108.94355123688968
2022-03-09,2.716807292681289,111.90333758179948
2022-03-10,-0.4847372957926477,111.36090036930375
2022-03-11,-1.572551116650689,109.609693287034
2022-03-14,-0.4042295441110566,109.1666185235583
2022-03-15,-0.1618631119922442,108.98991803755936
2022-03-16,0.6361712516311124,109.68328056329062
2022-03-17,1.0254386377690272,110.8080153013592
2022-03-18,1.5026219868975232,112.4730409025222
2022-03-21,0.5164530009845514,113.05391129756185
2022-03-22,1.7123482956926228,114.9897880208795
2022-03-23,0.3234013760676113,115.36166657767626
2022-03-24,1.4721075283327556,117.05991435617636
2022-03-25,0.3532206371078539,117.47339413146315
2022-03-28,-0.2694006355626555,117.15692006105597
2022-03-29,1.110060659411971,118.45743294043248
2022-03-30,-0.2945316635404649,118.1085382926057
2022-03-31,0.4134010865324278,118.5968002731949
2022-04-01,1.287467446095647,120.12369546882336
2022-04-04,-0.2704906608818724,119.79877209107401
2022-04-05,-1.341166188734344,118.1920714652696
2022-04-06,-0.4063007649171557,117.71185617483478
2022-04-07,0.4764067152256412,118.27264336226844
2022-04-08,0.4557784365497808,118.81170456705108
2022-04-11,-0.7902750205458275,117.87276534437297
2022-04-12,-0.3179780708599256,117.49795579906169
2022-04-13,0.5902820021808308,118.19152508507393
2022-04-14,-0.1813160173759542,117.97722491891378
2022-04-18,-0.0192495739281262,117.95451480578465
2022-04-19,-1.2233078907269768,116.51156791869677
2022-04-20,0.6017642136517454,117.21269283919604
2022-04-22,-1.821362598682996,115.07782469091374
2022-04-25,0.5884264865692268,115.75497309156277
2022-04-26,-1.0644065317184648,114.52286959718722
2022-04-27,0.4061944976484932,114.98805519204016
2022-04-28,0.3761355981498626,115.42056620123763
2022-04-29,-0.9703446009004412,114.3005889687752
2022-05-02,-1.3012684843364597,112.81323142711358
2022-05-03,-0.2989073480863746,112.47602438876424
2022-05-04,1.8542243573622883,114.56158222917345
2022-05-05,-2.347669422207066,111.87205499358254
2022-05-06,0.0341318663132028,111.91023901383478
2022-05-09,-0.2362805870112616,111.64581684416719
2022-05-10,0.4858315117711065,112.1882274039704
2022-05-11,-0.0762142826765122,112.10272395120697
2022-05-12,1.474060241553654,113.75518563467035
2022-05-13,1.3313139861770962,115.26962433102644
2022-05-16,0.7128109057821685,116.09127878431212
2022-05-17,0.7057584054452448,116.91060274232127
2022-05-18,-2.1266117641197457,114.42436811089976
2022-05-19,0.7653281179473614,115.30008997383608
2022-05-20,1.1379049573181366,116.61209541344063
2022-05-23,0.8028998983568902,117.54837380898698
2022-05-24,0.5788423903177575,118.22879362572257
2022-05-25,0.1604865613050066,118.4185349510849
2022-05-26,0.104815673545211,118.54265613609624
2022-05-27,-0.6570711483782077,117.76374654410476
2022-05-30,-0.8422097545457419,116.77192878339179
2022-05-31,0.3399100906925856,117.1688483524229
2022-06-01,0.4221210884787441,117.66344277044615
2022-06-02,0.4853157212897363,118.23448195642187
2022-06-03,-0.8570123239515115,117.22119787489511
2022-06-06,-0.963653110538687,116.09159215536297
2022-06-07,-0.7518797881730821,115.21872293817847
2022-06-08,-0.6661217641274031,114.45122594833761
2022-06-09,-0.6265533234103504,113.73412798847441
2022-06-10,-2.0708174318767147,111.3789018400961
2022-06-13,-2.262028482681921,108.8594793567748
2022-06-14,0.5382476587377116,109.4454129557267
2022-06-15,2.106407356343687,111.75077918540686
2022-06-17,-1.0292988109093848,110.60052974406949
2022-06-20,0.6045085473671996,111.26911939980579
2022-06-21,-0.5042918976744359,110.70799824605888
2022-06-22,0.5635800786221168,111.33192646961498
2022-06-23,-0.5905535780859283,110.67445179429667
2022-06-24,-0.7834541303049503,109.80736823052189
2022-06-27,1.5731822560363762,111.53483826334498
2022-06-28,-0.1280515480998389,111.39201617627812
2022-06-29,-0.8874586254849492,110.40345812062014
2022-06-30,0.1739832564488619,110.59554165229055
2022-07-01,0.3263388543746082,110.95645787590803
2022-07-04,-0.8671966247696394,109.99424721824421
2022-07-05,-0.2628643626005567,109.70511154139669
2022-07-06,0.9664796921500908,110.7653891656949
