,ITAU INDEX ITAU UNIBANCO ACOES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,Close
2022-01-04,2.766337652309825,102.76633765230983
2022-01-05,-1.8765447641935216,100.83788132374197
2022-01-06,1.9860719549050776,102.84059420463328
2022-01-07,2.1711936098564038,105.07346261434263
2022-01-10,0.9021221984155224,106.02135364523045
2022-01-11,2.197165115595734,108.35081784260584
2022-01-12,-0.4094925451715303,107.90712932090798
2022-01-13,1.807285743631404,109.85731948548666
2022-01-14,-0.7383340759763213,109.04620546077113
2022-01-17,-0.0062021189674243,109.039442285379
2022-01-18,0.5823373635330142,109.67441969879478
2022-01-19,-0.6564425286123665,108.95447016488308
2022-01-20,-0.7886974323754958,108.09514905623432
2022-01-21,0.037996173499688,108.13622107661448
2022-01-24,-0.1350595231239815,107.9901728121041
2022-01-25,3.54756248934347,111.8211916749635
2022-01-26,1.0610965427390484,113.00772247387614
2022-01-27,0.3671561086549424,113.4226372301908
2022-01-28,1.3160346800640044,114.9153184711833
2022-01-31,2.1344650275524346,117.3681457552512
2022-02-01,0.6918221939000269,118.18012463615497
2022-02-02,-1.5507093672066707,116.3474943732456
2022-02-03,1.1278383838503991,117.65970607343525
2022-02-04,0.3096539831556333,118.02404403986085
2022-02-07,-0.5437005240913728,117.3823466938623
2022-02-08,1.0825295616789354,118.65304529701582
2022-02-09,-3.904603380498672,114.02011447928392
2022-02-10,1.875458710098843,116.15851464755032
2022-02-11,5.785236695239204,122.8785596615852
2022-02-14,-0.2232830348249392,122.60419268442364
2022-02-15,0.9299143384302156,123.7443066517127
2022-02-16,-1.0260426993728422,122.47463722742326
2022-02-17,-1.3830325411446132,120.78077313991918
2022-02-18,0.368975734845578,121.22642488516436
2022-02-21,-2.405481193977632,118.31034603242031
2022-02-22,0.901725620991778,119.37718073487868
2022-02-23,-1.3787167760923813,117.73130751726079
2022-02-24,-1.6614633603811324,115.77524497916386
2022-02-25,2.0068356176121016,118.09866383178338
2022-03-02,-1.6105181176972128,116.19666345401419
2022-03-03,0.076164608443352,116.28516418775817
2022-03-04,-1.4862177661447484,114.55691341820912
2022-03-07,-2.125183152727317,112.12236919396092
2022-03-08,-0.933896902403908,111.07526186115665
2022-03-09,4.876554966104263,116.4919080595602
2022-03-10,0.0757636950767137,116.5801666335715
2022-03-11,-1.106825907398512,115.28982714638276
2022-03-14,1.3685062548197902,116.86757564205193
2022-03-15,-0.3627261525222969,116.44366638137943
2022-03-16,1.9457091812838725,118.7093214891855
2022-03-17,2.177109950434586,121.29375393941994
2022-03-18,0.7314864007017308,122.18100125438743
2022-03-21,2.450662970754558,125.17524580942586
2022-03-22,1.3639517041208915,126.88257570778104
2022-03-23,-0.4370475112543848,126.32803856843472
2022-03-24,0.6632652432499775,127.16592854073858
2022-03-25,0.1785467992155398,127.39297923584078
2022-03-28,-0.0746980932264329,127.29781910944726
2022-03-29,1.159552191126556,128.77390376018718
2022-03-30,0.2139072342419279,129.04936045614596
2022-03-31,-1.251986900496882,127.43367936806001
2022-04-01,0.2875395826726246,127.8001016378993
2022-04-04,-0.9032529191410844,126.6457434891897
2022-04-05,-2.014148061390264,124.0949107018689
2022-04-06,-0.0436836495333547,124.04070151598917
2022-04-07,-0.0729308655833982,123.95023755869784
2022-04-08,-0.1910634256891419,123.71341398866836
2022-04-11,-0.3834385903687565,123.23904901797314
2022-04-12,-1.761200163540777,121.0685626851225
2022-04-13,0.266939206395933,121.39174214554913
2022-04-14,0.6358479063321321,122.16360899644171
2022-04-18,0.5591665286755809,122.84670700817192
2022-04-19,-1.778828414761657,120.66147487731156
2022-04-20,0.6396030053277713,121.43322929689965
2022-04-22,-1.954695361209424,119.05957959686636
2022-04-25,-0.3948598914952361,118.58946107005549
2022-04-26,-3.3922805381896515,114.56657386183201
2022-04-27,-0.7959979747703794,113.65462625412802
2022-04-28,-0.8077344292653388,112.73659870742058
2022-04-29,-1.772394958305512,110.73846091576515
2022-05-02,-0.4362765744502672,110.2553349518829
2022-05-03,0.4966034563864019,110.80286675610435
2022-05-04,-0.1149261105660159,110.67552533094592
2022-05-05,-2.3101220865600736,108.11878557585935
2022-05-06,2.12256906448578,110.41368147139025
2022-05-09,-1.4326478787409005,108.83184220595064
2022-05-10,-0.5121422704478462,108.27446833830686
2022-05-11,3.31766932833073,111.86665716478004
2022-05-12,1.568198812621402,113.62094875415737
2022-05-13,1.178073178614536,114.95948667671746
2022-05-16,1.0460698971827664,116.16204326079844
2022-05-17,0.8705365967480283,117.17327635891397
2022-05-18,-1.432925587099676,115.49427050072407
2022-05-19,-0.3159390269353634,115.12937902633799
2022-05-20,1.2433473397772676,116.56083709776405
2022-05-23,2.57209766631481,119.55889566859264
2022-05-24,1.4961875375068656,121.34772096556696
2022-05-25,-1.782877321890275,119.18423996784118
2022-05-26,1.238424488070966,120.6602467815242
2022-05-27,0.5299294031938295,121.29966090718573
2022-05-30,-0.9193026316371088,120.18454993229908
2022-05-31,0.9151455498292328,121.28441349258681
2022-06-01,-1.37447088493573,119.61739454116614
2022-06-02,0.4261038688733176,120.1270888871515
2022-06-03,-0.930068710684373,119.0098244203561
2022-06-06,-0.3574177351664209,118.58446220128732
2022-06-07,-0.0055282199583728,118.57790659138038
2022-06-08,-1.914007650079064,116.30831638791776
2022-06-09,-1.7103074265831797,114.31908661500134
2022-06-10,-2.1860337773221383,111.82003276767126
2022-06-13,-1.216660952265003,110.45956209217708
2022-06-14,-0.6717812342061924,109.7175154826555
2022-06-15,0.4212761647189422,110.17972922390574
2022-06-17,-1.277608764881366,108.77206334621856
2022-06-20,4.305609269568578,113.45536338835436
2022-06-21,-1.05849734205552,112.2544413824692
2022-06-22,-0.7418978315889224,111.4216281159904
2022-06-23,-2.281729267952859,108.87928821643825
2022-06-24,-0.1672770530261713,108.69715815175392
2022-06-27,0.6035055837195769,109.35315157054426
2022-06-28,-1.0968527971775055,108.15370846874099
2022-06-29,-1.0304190238487276,107.03927208168119
2022-06-30,-1.772393576880149,105.1421148985662
2022-07-01,0.8638352696789475,106.05036957034639
2022-07-04,-0.9596648952875486,105.03264140225707
2022-07-05,0.6943625030579659,105.76194868012568
2022-07-06,-0.9128823908842398,104.79646647436878
2022-07-07,1.415713332760582,106.28008402250839
2022-07-08,0.0358050829872391,106.31813769479156
2022-07-11,-1.6193723370349522,104.59645118371138
2022-07-12,-0.2217778176870855,104.36447945689801
2022-07-13,-0.4040932559360666,103.9427496338199
2022-07-14,-1.122619201845565,102.77586836750437
2022-07-15,1.7895787119352136,104.61512342881579
2022-07-18,1.3174253663016833,105.99334960185483
2022-07-19,3.346216147323311,109.54011618132094
2022-07-20,-1.2620223291198385,108.15769545576886
2022-07-21,0.8081172192969666,109.0317364167417
2022-07-22,-1.0581092718832783,107.87806150442081
2022-07-25,1.4553302730919926,109.44804359151945
2022-07-26,-0.5523957734840712,108.84345722455889
2022-07-27,0.3464718063374894,109.22056911688499
2022-07-28,0.6351457447705711,109.91427891404508
2022-07-29,-0.3336069983978285,109.54759718734933
2022-08-01,-0.565662300948444,108.92792772846563
2022-08-02,1.058847703494381,110.08130858968251
2022-08-03,0.710017434407284,110.86290507269294
2022-08-04,2.4170404189145733,113.54250629788282
2022-08-05,1.862073336114056,115.65675103281133
2022-08-08,1.2423440579211409,117.09360580685211
2022-08-09,2.5917189080147507,120.12834292862455
2022-08-10,1.846043107768569,122.34596392373501
2022-08-11,0.1442911882703068,122.52249836888133
2022-08-12,1.215609220596359,124.01189315635847
2022-08-15,0.8514738700046376,125.06782202228293
2022-08-16,0.9920191476284757,126.30851876426587
2022-08-17,0.3984574964177589,126.81180452589632
2022-08-18,-0.2931712319957147,126.44002879625175
2022-08-19,-1.1921045296524824,124.93273148567773
2022-08-22,-1.1140499748987565,123.5409184219212
2022-08-23,0.2733580490602572,123.87862746631049
2022-08-24,0.4052539827599233,124.38065053790604
2022-08-25,1.2192127791672336,125.89711532407553
2022-08-26,-0.5958714020746103,125.14693041782247
2022-08-29,-0.3333388849501517,124.72976703541836
2022-08-30,-0.4583753292880632,124.15803655504953
2022-08-31,-2.485128605856357,121.0725496721504
2022-09-01,1.5280280508379152,122.92257219300552
2022-09-02,1.3609661251813066,124.59550676075386
2022-09-05,1.6109672717176116,126.60269959670032
2022-09-06,-0.9384719177756408,125.41456881383944
2022-09-08,-0.7059827097127602,124.52916364255292
2022-09-09,0.7975162424666671,125.52230394921017
2022-09-12,1.1896721861098802,127.01560788665823
2022-09-13,-1.009932571976646,125.73283589111674
2022-09-14,-0.3744530284588543,125.26202547935524
2022-09-15,0.2535701322747385,125.57965256305326
2022-09-16,-0.3408540034281815,125.15160928980089
2022-09-19,3.729517372916491,129.8191603007486
2022-09-20,3.295022128190217,134.09673035928898
2022-09-21,-1.0483073622919892,132.6909844623397
2022-09-22,2.0096921313401017,135.35766473607708
2022-09-23,-1.976175535610214,132.68275967998943
2022-09-26,-1.8055811395918608,130.28706479571755
2022-09-27,-0.9354849480500248,129.06824891529743
2022-09-28,-0.0389314529017248,129.0180007707599
2022-09-29,1.4688571869845068,130.91309094758492
2022-09-30,0.4742822510543476,131.53398850225594
2022-10-03,6.067841120616602,139.51526194418292
2022-10-04,0.1627053560790736,139.74226074791386
2022-10-05,0.0033915380259541,139.74700015982546
2022-10-06,-1.7967734323348197,137.23606318846882
2022-10-07,0.1916110954577332,137.4990227125073
2022-10-10,-1.0527167244373636,136.0515475044748
2022-10-11,-0.6944770231842368,135.10670076736963
2022-10-13,-0.5917217715754708,134.30724500407177
2022-10-14,0.0162465707854941,134.3290653257014
2022-10-17,0.8035692096435509,135.40849233426073
2022-10-18,2.4462973319390846,138.72098666945269
2022-10-19,0.0334169276065221,138.76734296114307
2022-10-20,1.5420873679155678,140.90725662773895
2022-10-21,3.3125661920023086,145.57490277286735
2022-10-24,-4.529550297651541,138.981014331013
2022-10-25,-0.8145569081859594,137.84893487771282
2022-10-26,-2.1381279800046893,134.901548230954
2022-10-27,1.8333522672050464,137.3747688239409
2022-10-28,0.7749124487058223,138.43930300893848
2022-10-31,2.88999235031977,142.44018827573282
2022-11-01,0.2547448629043103,142.80304733807648
2022-11-03,-0.7178940498679287,141.77787275820634
2022-11-04,0.3646383071158832,142.29484919329678
2022-11-07,-2.2737302670569397,139.05944813872577
2022-11-08,-0.2985276987059637,138.644317168364
2022-11-09,-4.777595283112424,132.02045281102482
2022-11-10,-1.894422921741723,129.51942709158556
2022-11-11,-3.1791551642465943,125.40180353650081
2022-11-14,-0.2936261774271864,125.03359101435183
2022-11-16,-1.435199486703964,123.23910955790632
2022-11-17,0.5957824271658474,123.973346516048
2022-11-18,0.7790192682552766,124.93912277290889
2022-11-21,0.3011235248834287,125.31534386336111
2022-11-22,-1.641541748322195,123.25824017679052
2022-11-23,-1.0213181042749595,121.99938145485424
2022-11-24,3.5610704988969344,126.34386543667979
2022-11-25,-3.5189958610839955,121.8978300412295
2022-11-28,-1.7960594492435369,119.70847254635117
2022-11-29,0.8659075784866577,120.74503728222065
2022-11-30,1.0076078240649045,121.9616737250464
2022-12-01,-0.0214721925179128,121.93548587966609
