,BRADESCO FUNDO DE INVESTIMENTO EM ACOES - PETROBRAS 2010,Close
2022-01-04,0.3704746848411711,100.37047468484117
2022-01-05,-3.86426596691154,96.49189259076729
2022-01-06,-0.0772960844277581,96.4173081360044
2022-01-07,0.4559344006942467,96.85690781201981
2022-01-10,-0.6078964934493558,96.26811806576707
2022-01-11,2.9490025747098247,99.10706734615124
2022-01-12,3.03608579946344,102.11604294411241
2022-01-13,2.006988499789286,104.16550018244064
2022-01-14,3.706544976428061,108.02644129662406
2022-01-17,0.1496100950542978,108.18805975813171
2022-01-18,0.4332687271450863,108.65680478756873
2022-01-19,-0.4818718361134566,108.13321824727666
2022-01-20,0.719138807696984,108.9108461837045
2022-01-21,0.1505648090897482,109.07482759133903
2022-01-24,0.5583177458285737,109.6838117100134
2022-01-25,3.238542590561422,113.23596866719338
2022-01-26,2.6526268789349494,116.23969640868171
2022-01-27,0.0231559664781944,116.26661283381645
2022-01-28,-3.950897176972912,111.67303850960317
2022-01-31,-0.5884363372733903,111.01591377207536
2022-02-01,1.9961538771890108,113.23196223913345
2022-02-02,-1.4570045824676914,111.5821673604912
2022-02-03,-1.3886060056212737,110.03273068332103
2022-02-04,1.736078903155014,111.94298570727955
2022-02-07,-1.471399586651878,110.29585707829686
2022-02-08,-0.9989586799363904,109.19404704040298
2022-02-09,0.3694347475888815,109.59744779246877
2022-02-10,1.5226606378687446,111.26624499011344
2022-02-11,4.050212314756663,115.77276414687033
2022-02-14,-2.2510387272413834,113.16667439032645
2022-02-15,-1.578059179556568,111.38083729691101
2022-02-16,1.3744289915401442,112.91168781573991
2022-02-17,-0.3999753868988986,112.46006885554483
2022-02-18,0.6014347478014548,113.13644278704352
2022-02-21,2.5627698049059733,116.03586938113459
2022-02-22,-0.3304427294302137,115.6524372872335
2022-02-23,1.4122761987051202,117.28576913226345
2022-02-24,-2.4244132948453068,114.44227735245929
2022-02-25,1.8138606929051893,116.51810083742109
2022-03-02,1.958360251792124,118.79994501036421
2022-03-03,-1.2427767663828917,117.32352689529975
2022-03-04,-0.0366255198710696,117.28055654364327
2022-03-07,-7.084805250987857,108.97145751525144
2022-03-08,2.063062491585277,111.21960678178239
2022-03-09,0.3006434931342783,111.55398129266135
2022-03-10,3.484200376219171,115.44074552854772
2022-03-11,-3.586201755621388,111.30080748570053
2022-03-14,-1.9092159458715676,109.17583472129972
2022-03-15,-2.4156267292583578,106.53855407588108
2022-03-16,-0.8720222359314245,105.60951419449957
2022-03-17,-2.6580882672154083,102.80232008863238
2022-03-18,1.9794012943695984,104.83719054310875
2022-03-21,3.7323363338050974,108.75006709708967
2022-03-22,-0.4460837400673711,108.2649507304572
2022-03-23,1.3496552241301971,109.7261542938928
2022-03-24,1.144546694338544,110.98202136568837
2022-03-25,-0.3755458981546056,110.56523293676045
2022-03-28,-2.166828824337841,108.16947359979045
2022-03-29,2.201993672035485,110.55135856353193
2022-03-30,2.123465508368283,112.89887853166108
2022-03-31,1.3837193603191356,114.46108217148686
2022-04-01,-1.3183199571884407,112.95211888200629
2022-04-04,-0.9429313464723088,111.88705794656319
2022-04-05,-0.9518945692635116,110.82201111826113
2022-04-06,-0.0988703990083217,110.71244095367946
2022-04-07,5.167284310346942,116.43326754468106
2022-04-08,0.491343155875068,117.00535443592355
2022-04-11,-0.764324889952761,116.11105338939234
2022-04-12,-0.3005531271011441,115.76207798752044
2022-04-13,2.1140346168354807,118.2093283893447
2022-04-14,-1.038797961165805,116.9813722961284
2022-04-18,-1.6081385358543865,115.10014976846307
2022-04-19,2.746684979370606,118.26158829338651
2022-04-20,0.4253437958101624,118.76460662201899
2022-04-22,-3.560792458935169,114.53564546553812
2022-04-25,-1.3445402370875437,112.99566762644604
2022-04-26,-0.1571445951878747,112.81810104197461
2022-04-27,-0.0064647355863645,112.81080765004869
2022-04-28,0.5973764356908218,113.48471283186258
2022-04-29,0.0537262351222533,113.54568389550644
2022-05-02,-0.9052146721334696,112.51785170531002
2022-05-03,0.8104614497332685,113.42976551744961
2022-05-04,5.454324756187101,119.61659329895285
2022-05-05,-0.1769988319586746,119.40487332598495
2022-05-06,2.987880404681187,122.97254813832645
2022-05-09,-2.498496479740675,119.90008335204296
2022-05-10,0.7883403795453603,120.84530412421566
2022-05-11,3.17432930545285,124.68133202729426
2022-05-12,0.6999751023161194,125.5540703087214
2022-05-13,1.2606970769164727,127.13692680305311
2022-05-16,0.8955266277336893,128.27547183625674
2022-05-17,-1.2883503322245526,126.62283436869171
2022-05-18,-1.6366791717771778,124.55042481186543
2022-05-19,1.6857551321275643,126.65003999021813
2022-05-20,1.9193948400405116,129.08095432269963
2022-05-23,3.9155770133770575,134.13521849880698
2022-05-24,-2.442402945925104,130.85909597066905
2022-05-25,1.264099557475129,132.51328522375022
2022-05-26,0.2161849002081162,132.79975893717366
2022-05-27,-4.262467660010905,127.13921215990419
2022-05-30,-1.7794758577653114,124.87680057376568
2022-05-31,0.2004569009754986,125.1271247382332
2022-06-01,-0.124614251640287,124.97119850814165
2022-06-02,-0.7750386935176601,124.00262336395079
2022-06-03,1.5422931389380112,125.91510731619614
2022-06-06,0.0513689287331864,125.97978855793771
2022-06-07,1.0452549065453676,127.29659847909504
2022-06-08,-0.4409569064085961,126.73527533647825
2022-06-09,-1.2889748092879685,125.1016895629093
2022-06-10,-1.249164267488978,123.53896395886444
2022-06-13,-1.1445333484980114,122.1250193179663
2022-06-14,0.9919527797532356,123.33644184186505
