,SPX FALCON ARMATA ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES,Close
2022-01-04,-0.7580062291446255,99.24199377085537
2022-01-05,-2.3673734084718623,96.89256520028684
2022-01-06,-0.3942797149762866,96.51053747038193
2022-01-07,1.0801084588992316,97.55295594932863
2022-01-10,-0.382662227048236,97.17965763554155
2022-01-11,1.2982352806624409,98.44127823659312
2022-01-12,1.9000384342715115,100.31170035827655
2022-01-13,-0.1916696915014726,100.11943323165997
2022-01-14,1.1999093871281064,101.32077570934611
2022-01-17,-0.484451685579812,100.82992550357964
2022-01-18,-0.5044581578688367,100.32128071880376
2022-01-19,1.0562579971351127,101.38093226922449
2022-01-20,2.3478145033319464,103.76116850065448
2022-01-21,-0.2520437901677663,103.49964491884306
2022-01-24,-1.0658640335557634,102.39647942879519
2022-01-25,1.2546671887262215,103.68121445859907
2022-01-26,1.3391714330045046,105.06968366402077
2022-01-27,1.297844690135519,106.43332497439646
2022-01-28,-0.6732847913302309,105.71672558443676
2022-01-31,1.3234782300151515,107.11586343303163
2022-02-01,0.099555862609213,107.22250355486369
2022-02-02,-1.0194299873354518,106.12944520045359
2022-02-03,-0.7726938594935673,105.3093894942751
2022-02-04,-0.6373804653960979,104.63816801741069
2022-02-07,-0.002954166603053,104.63507683159708
2022-02-08,-0.3735582106958346,104.24420391082475
2022-02-09,0.9452909181403512,105.22961490308148
2022-02-10,0.065440533170924,105.29847772412776
2022-02-11,-0.1729994427778547,105.11631194441146
2022-02-14,0.6550721544193117,105.80489963371184
2022-02-15,0.9682938502819648,106.82940197016208
2022-02-16,0.5531491222451779,107.42032786945981
2022-02-17,-0.8289045836616049,106.52991584796554
2022-02-18,-0.5052230179033002,105.99170219214861
2022-02-21,-1.0384333445148664,104.89104901416644
2022-02-22,0.6458056024639225,105.56844128518311
2022-02-23,-0.6503145167251589,104.8819143864251
2022-02-24,-0.1615772277608451,104.712449096737
2022-02-25,0.004129582426815,104.71677328363359
2022-03-02,0.3759920746248202,105.1105000519829
2022-03-03,0.1957124775144425,105.31621441576245
2022-03-04,-1.3700156365289762,103.87336581046611
2022-03-07,-2.596850375709603,101.17592992015481
2022-03-08,0.5431093201678783,101.7254258253177
2022-03-09,2.342486964369761,104.1083306647254
2022-03-10,-0.5836537688977295,103.50069846906422
2022-03-11,-2.204319577092795,101.21921231028286
2022-03-14,-1.0153359844378818,100.19149722453197
2022-03-15,-0.0350935881980651,100.15633643308652
2022-03-16,1.748174813551162,101.9072442807853
2022-03-17,1.6511725279573453,103.58990870234801
2022-03-18,2.151055167236482,105.81818478622543
2022-03-21,0.3773301886962787,106.21746874255427
2022-03-22,1.1346021445216348,107.42261442076389
2022-03-23,0.8426767544090108,108.32783982146609
2022-03-24,1.7908839540457189,110.26786572259307
2022-03-25,0.2434603114439992,110.53632421190395
2022-03-28,-0.5690894181774597,109.90727368757167
2022-03-29,0.6919005911494969,110.66772276393228
2022-03-30,-0.578053972313175,110.02800359642683
2022-03-31,0.0954845976173235,110.13306339292726
2022-04-01,1.3335381121755807,111.60172976737843
2022-04-04,-0.3751987772881993,111.18300144185875
2022-04-05,-1.5471620723079171,109.46282021269674
2022-04-06,-0.6448992970191414,108.75689525464773
2022-04-07,0.2816687603269363,109.06322945328156
2022-04-08,0.0655711949572701,109.13474351609307
2022-04-11,-0.7731736751565355,108.29094240877703
2022-04-12,-0.1751627102708819,108.10125705907593
2022-04-13,0.591997283983825,108.74121356481804
2022-04-14,-0.7881304204927497,107.88419098110072
2022-04-18,0.266927267779149,108.17216330445221
2022-04-19,0.1299964857281343,108.3127833152841
2022-04-20,0.003794569287252,108.31689331889395
2022-04-22,-1.5306123812311223,106.65898153879004
2022-04-25,0.0735457815570272,106.7374247203635
2022-04-26,-0.7722733068063037,105.91312008087567
2022-04-27,0.34520431356726,106.27873674002852
2022-04-28,0.4158158161756686,106.72066053662526
2022-04-29,-0.6561486811095252,106.02041433004283
2022-05-02,-1.193489732374875,104.75507157079247
2022-05-03,0.8835755303042037,105.68066174994465
2022-05-04,1.9441940279753207,107.73529886441187
2022-05-05,-1.3875253872790982,106.24044424160715
2022-05-06,-1.092995591554835,105.07924086959811
2022-05-09,-1.694077337276112,103.29911726384447
2022-05-10,0.456372720321907,103.77054625537
2022-05-11,0.7890202335866237,104.58931686182822
2022-05-12,0.5981328584534262,105.21489993241079
2022-05-13,1.877761158604652,107.19058445640636
2022-05-16,0.4079744270860885,107.62789462923261
2022-05-17,0.3708779986399957,108.02706281081187
2022-05-18,-1.6098947179911227,106.28794083261965
2022-05-19,0.1103688377875444,106.40524959762493
2022-05-20,0.8185436755559605,107.27622303866582
2022-05-23,0.8426395456997859,108.18017491712273
2022-05-24,-0.5898530948371561,107.54207080737383
2022-05-25,0.5793739639185613,108.16514156589062
2022-05-26,1.7282274129287511,110.03448119366553
2022-05-27,-0.1221619546291408,109.90006092067331
2022-05-30,-0.6851143462006659,109.14711983682251
2022-05-31,0.1431232173904062,109.30333470642194
2022-06-01,-0.0782064761126632,109.21785242007441
2022-06-02,0.7419874204582566,110.02823514592602
2022-06-03,-0.628495565965359,109.33671256672393
2022-06-06,-0.6278062376024685,108.65028986524055
2022-06-07,-0.1480985792989608,108.48938032954592
2022-06-08,-0.2958414441394996,108.168423780041
2022-06-09,-0.1986833681427935,107.95351111240784
2022-06-10,-1.2876425279428116,106.56345579291701
2022-06-13,-1.872109120246912,104.56847161816752
2022-06-14,-0.4575643967014375,104.09000352186794
2022-06-15,1.7773964963596622,105.94009559752627
2022-06-17,-1.6819070315611695,104.15828168042884
2022-06-20,-0.8426375559209109,103.28060488138766
2022-06-21,-0.3448560743778972,102.92443544179996
2022-06-22,-0.3357570517811048,102.57885939179822
2022-06-23,-0.6668013512094895,101.89486217131842
2022-06-24,-0.0510559439526381,101.84283878759761
2022-06-27,0.3989934107200943,102.24918500365041
2022-06-28,-0.553339777141193,101.68339959122252
2022-06-29,-0.0728406960598615,101.60933269518294
2022-06-30,0.5130537998346174,102.13064323756218
2022-07-01,0.1692116716490721,102.3034602062504
2022-07-04,-0.2872542592887384,102.0095891594082
2022-07-05,-1.0651353906653171,100.92304892339905
2022-07-06,0.2689742910272796,101.19450597872388
2022-07-07,1.190416671004657,102.39914224803542
2022-07-08,0.256962174014741,102.66226931012842
2022-07-11,-1.5316696879344005,101.0898224501596
2022-07-12,-0.0512277539212346,101.03803640467542
2022-07-13,-0.0939313097720107,100.9431300537126
2022-07-14,-0.5316424061247438,100.4064735682774
2022-07-15,0.5877322883836689,100.99659483306559
2022-07-18,-0.1617519488212315,100.83323087268002
2022-07-19,0.5509371908523963,101.38875864229567
2022-07-20,1.2116417223780207,102.61722714380687
2022-07-21,-0.2849205349926387,102.32484959123413
2022-07-22,-0.0093457203728664,102.31528659691938
2022-07-25,-0.0338955471740565,102.28060627068464
2022-07-26,-0.2317688534830275,102.04355168219558
2022-07-27,1.5872297316998685,103.66321727377792
2022-07-28,0.7257698932673806,104.41557369514335
2022-07-29,0.9232490752291156,105.37958951367894
2022-08-01,-0.4084102586188076,104.94920845961468
2022-08-02,0.4983371112553758,105.47220931333771
2022-08-03,1.433383658308851,106.9840307256924
2022-08-04,2.5825572832375965,109.74695460309992
2022-08-05,0.3598452911045546,110.14187385136984
2022-08-08,0.8322889799586619,111.05857252975476
2022-08-09,-0.2292277768731532,110.80399543291774
2022-08-10,1.084424437914544,112.00558103757803
2022-08-11,-0.7300371251481752,111.18789871376578
2022-08-12,2.1245833360449278,113.55017828153696
2022-08-15,0.5684984996972009,114.19570934147099
2022-08-16,-0.6292371019092413,113.47714756950602
