,MB FUNDO DE INVESTIMENTO EM ACOES INSTITUICOES FINANCEIRAS,Close
2022-04-18,0.8125257011170506,108.45824426757058
2022-04-19,-0.8845550743893593,107.49887136430817
2022-04-20,-0.1765243448021203,107.30910968596265
2022-04-22,-0.905054537428318,106.33790371967592
2022-04-25,-0.2935356095169594,106.02576410584481
2022-04-26,-0.9550704725754589,105.01314333954738
2022-04-27,0.2639811116521118,105.29035820271595
2022-04-28,2.5151852943618103,107.93860580861154
2022-04-29,-0.4349011055043594,107.4691796186839
2022-05-02,-1.8931297845932504,105.43464857006457
2022-05-03,-0.2070428308707739,105.21635368894646
2022-05-04,0.6125675854783408,105.86087496626719
2022-05-05,-0.4325215907300062,105.40300382590239
2022-05-06,0.9125592850143028,106.36486872399963
2022-05-09,-1.5407092421337198,104.72609536118557
2022-05-10,-0.2071176185117873,104.5091891665131
2022-05-11,0.6233154309545963,105.16061106935351
2022-05-12,2.0989297697880938,107.36785844117924
2022-05-13,0.6696388313716328,108.0868353137135
2022-05-16,-1.1545097828796202,106.83896222601169
2022-05-17,1.4483264021038167,108.38633912366474
2022-05-18,-0.8029724065009236,107.5160267280852
2022-05-19,0.3980847869115678,107.94403167398147
2022-05-20,1.038693867517626,109.0652397113304
2022-05-23,-0.9671534061974628,108.01041153048484
2022-05-24,0.3603556381492456,108.39963313822315
2022-05-25,-0.5840384788482811,107.76653756976556
2022-05-26,-0.4082451842448598,107.32658586990956
2022-05-27,-0.135958227426669,107.18066654620327
2022-05-30,-0.0854703930589395,107.08905880922303
2022-05-31,-0.2864791773405373,106.78227095452465
2022-06-01,0.1795797401820564,106.97403027926528
2022-06-02,-0.4711511814419644,106.47002087176844
2022-06-03,-0.1415731920424767,106.31928786465198
2022-06-06,-0.471816576509021,105.81765584048021
2022-06-07,-0.2409044788797221,105.56273636811497
2022-06-08,-0.2209377914750621,105.32950838976261
2022-06-09,-0.8682491104940238,104.41498587008077
2022-06-10,-0.065135395776994,104.3469747557838
2022-06-13,-0.355582271660193,103.9759354125385
2022-06-14,-1.8211072741623255,102.08242208936244
2022-06-15,0.1105077865799275,102.19523111450057
2022-06-17,-0.0743425520983609,102.11925657156723
2022-06-20,0.4674189120599692,102.59658128963778
2022-06-21,-1.124942135239437,101.44242911739546
2022-06-22,0.2015128439056601,101.64684864123691
2022-06-23,-0.8388820866562119,100.79415143633503
2022-06-24,-0.0692731313874817,100.72432817137964
2022-06-27,0.3445589608423338,101.07138286984237
2022-06-28,-0.3229803802891062,100.74494213308589
2022-06-29,0.0152759054684814,100.76033183521041
2022-06-30,-0.5087339822950177,100.24772978649146
2022-07-01,0.3786993568055896,100.6273672944051
2022-07-04,-0.5720467829419928,100.05173167703823
2022-07-05,-0.7483091225312988,99.30303544164842
2022-07-06,0.9506920394053876,100.24710149448008
2022-07-07,0.352299077467344,100.60027110823289
2022-07-08,3.040245875053227,103.6587667008933
2022-07-11,-2.3731519272846,101.1987866811316
2022-07-12,0.0304211634144957,101.22957252940135
2022-07-13,-0.4239748062201398,100.80038464543235
2022-07-14,-0.935307759351156,99.8575908263878
2022-07-15,0.4088662043171709,100.26587476772222
2022-07-18,0.1750329305719722,100.4413730666918
2022-07-19,0.7779407035483299,101.22274739098042
2022-07-20,-0.168070291521627,101.05262202435419
2022-07-21,2.31357431453334,103.39054953167211
2022-07-22,-2.4359164239372237,100.87204215483115
2022-07-25,-0.3962117712238755,100.4723752499398
2022-07-26,2.263582708214007,102.74665056262933
2022-07-27,-1.4591722863441792,101.24739991247255
2022-07-28,1.325688875312614,102.58962542965547
2022-07-29,0.1791061651406966,102.77336977359474
2022-08-01,-1.7240945343438785,101.00145972256716
2022-08-02,0.2394233514306121,101.24328080242877
2022-08-03,0.2234389108241252,101.46949768633633
2022-08-04,0.4155406388966609,101.89114468530735
2022-08-05,0.3847892609018188,102.28321086786634
2022-08-08,0.3833408593416409,102.67530420736945
2022-08-09,1.201451125757358,103.90889780564368
2022-08-10,1.081097212440474,105.0322540032981
2022-08-11,-0.0192183196732531,105.01206856896373
2022-08-12,1.228609899148636,106.30225723870277
2022-08-15,0.5363331689353545,106.87239150360091
2022-08-16,-1.0839944937843016,105.71390066432627
2022-08-17,0.1278729116072074,105.8490801070793
2022-08-18,-0.6919661576176517,105.11664029458872
2022-08-19,3.6487656898600784,108.9521001999913
2022-08-22,-3.841566889283921,104.766632393529
2022-08-23,1.3218627854066467,106.15150351866284
2022-08-24,-0.1815357362712988,105.95880060518718
2022-08-25,0.7963097581740852,106.8025608740505
2022-08-26,-0.20904725698343,106.57929305015524
2022-08-29,-0.3089524413422029,106.25001372231152
2022-08-30,-0.5756249022674909,105.63841218466327
2022-08-31,-0.5359803306097755,105.07221107378498
2022-09-01,0.3493347220306031,105.439264790271
2022-09-02,0.0566296009209876,105.49897462513574
2022-09-05,1.0954208566860355,106.65463239676939
2022-09-06,-1.0042162762452067,105.58358921887154
2022-09-08,0.8445520670540718,106.47529760408939
2022-09-09,-0.2812717549662391,106.17581266591284
2022-09-12,0.4101941376139395,106.61133962503237
2022-09-13,-0.8943443400629802,105.65786714323058
2022-09-14,0.0604436452999568,105.72173060967813
2022-09-15,-0.5197024007306483,105.17229223760565
2022-09-16,1.2798265187959237,106.51831512408808
2022-09-19,0.4170448510895541,106.96254427278043
2022-09-20,0.4588819842815228,107.45337611837738
2022-09-21,-0.18653532089421,107.2529376184233
2022-09-22,-0.4498785980195041,106.77042960633081
2022-09-23,-0.9410755059833242,105.76563924567246
2022-09-26,-0.6155908444376856,105.1145556539151
2022-09-27,-0.9364110923239966,104.13025129512476
2022-09-28,0.2530981103066265,104.39380299341026
2022-09-29,4.267671953583108,108.84898804503884
2022-09-30,-0.2674265937127051,108.55789690401924
2022-10-03,10.050686716547672,119.46871102791502
2022-10-04,-7.464439233296671,110.55104169043351
2022-10-05,-0.8499202986206766,109.6114459467699
2022-10-06,3.538971365055543,113.49056363164942
2022-10-07,-0.2232274297225944,113.23722156347681
2022-10-10,-2.431245038169161,110.48414723285416
2022-10-11,0.9942979898799108,111.58268888792638
2022-10-13,-0.7399220810073048,110.75706393426293
2022-10-14,-2.245529595684015,108.26998128430839
2022-10-17,0.9507523233198478,109.29936064682691
2022-10-18,2.218446460169754,111.72410844408462
2022-10-19,-1.6301629818562202,109.90282338642025
2022-10-20,-0.6207623674440388,109.22058801807887
2022-10-21,0.6188460915184324,109.8964953581622
2022-10-24,-1.7482302586916854,107.9752515730691
2022-10-25,-0.089590285591512,107.87851623681664
2022-10-26,-0.8281754759385085,106.98509282153698
2022-10-27,0.2261998613034554,107.22709295311466
2022-10-28,0.1376284413356021,107.37466792983551
2022-10-31,0.4650597519347155,107.87402429415073
2022-11-01,0.2812344953018852,108.17740326193622
2022-11-03,0.145480708472423,108.33478051460875
2022-11-04,-0.238003394324815,108.07694005974965
2022-11-07,-0.9765660127477704,107.02149739550835
2022-11-08,-0.2196173977142446,106.78645956793352
2022-11-09,-1.8468416986949232,104.81428270407292
2022-11-10,-1.1129329842167637,103.64776997968909
2022-11-11,-0.1542521499204863,103.48789106615078
2022-11-14,1.0669019734389051,104.59200541820584
2022-11-16,0.2568876075712545,104.86068931863547
2022-11-17,-0.8659347097933812,103.9526642128968
2022-11-18,-0.3780209242122634,103.55970139089594
2022-11-21,0.5166405232034821,104.09473277398983
2022-11-22,-1.5081031491312349,102.52487683094554
2022-11-23,1.7780912059316645,104.34786264976886
2022-11-24,-0.323211152702485,104.01059872007814
2022-11-25,-0.600964504322099,103.38553194103757
2022-11-28,0.0770803995657765,103.46522192215093
2022-11-29,-0.519526166753348,102.92769302077593
2022-11-30,0.6543647995951085,103.6012156129392
2022-12-01,0.132540273145798,103.73852894709496
2022-12-02,-0.010216177737421,103.72793083459554
2022-12-05,-0.5935373697462554,103.11226680222767
2022-12-06,0.2898433135345657,103.41113081298785
2022-12-07,-0.2249796500628842,103.17847681275872
2022-12-08,-1.2004848941489787,101.93983478460854
2022-12-09,0.4154936187584557,102.3633882931115
2022-12-12,-0.4795556201107609,101.87249891161608
2022-12-13,-0.8380025974344174,101.01880472466539
2022-12-14,-0.1555567659513479,100.86166313903298
2022-12-15,-0.2828446880049018,100.57638128261082
2022-12-16,-0.3490889994781421,100.22528019948004
2022-12-19,0.8748555036377281,101.10210657934152
2022-12-20,1.3061881486613247,102.42269031352782
2022-12-21,0.0704676590480124,102.49486518572576
2022-12-22,0.1478440170510797,102.64639771168743
2022-12-23,0.0549700393420726,102.70282247689276
2022-12-26,0.0603004462439882,102.7647527371515
2022-12-27,-1.283247845451907,101.44602626176803
2022-12-28,1.2656614880219852,102.7299895472919
2022-12-29,-0.1727056130811699,102.55256908902602
2022-12-30,-0.0084326270530898,102.54392121334138
2023-01-02,-0.6933413255836074,101.83294183069539
2023-01-03,-0.5557670499192202,101.26698789403697
2023-01-04,-0.4347859287289424,100.82669328022605
2023-01-05,1.488991377629301,102.32799404951736
2023-01-06,0.2062759465393693,102.53907208781774
2023-01-09,-0.2182967877755071,102.31523258723523
2023-01-10,2.6229849907399183,104.99894578123904
2023-01-11,-1.6865631089003186,103.22807229695842
2023-01-12,1.5333601609571978,104.81093043248407
2023-01-13,0.088044458894565,104.9032106490457
2023-01-16,-0.8630800729960697,103.9978119420007
2023-01-17,2.4288471767469844,106.52375986123262
2023-01-18,-1.1604496854012325,105.28760522504538
2023-01-19,0.366814695927542,105.67381563400102
2023-01-20,0.9825868454270914,106.71215264548158
2023-01-23,-2.1882942594804837,104.37697673497246
2023-01-24,0.1101938630298393,104.49199375775048
2023-01-25,-0.6187346094270518,103.84546562829092
2023-01-26,-0.4150885776380342,103.41441496207285
2023-01-27,0.4372007496009411,103.86654355948247
2023-01-30,1.0019022232571118,104.90718476862524
2023-01-31,-0.5886468116673038,104.2896519702748
2023-02-01,1.3993187665097162,105.74899664182253
2023-02-02,-1.034044652015409,104.65550479748781
2023-02-03,0.1686528454510449,104.83200928424992
2023-02-06,-1.5351440446260356,103.22268693686094
2023-02-07,0.2283115743157093,103.45835627845746
2023-02-08,0.9808517220748936,104.47312934764508
2023-02-09,-0.8981296757104906,103.53482516983048
2023-02-10,-0.3126623869910916,103.21111071408744
2023-02-13,0.2392852184822214,103.45807964585757
2023-02-14,0.2242128714978752,103.6900459770281
2023-02-15,0.7488188715941035,104.46649660926869
2023-02-16,0.2966438259278892,104.77639002162326
2023-02-17,-0.1618159820617859,104.60684507714087
2023-02-22,-0.1785348608581816,104.42008539183426
2023-02-23,-0.3272713284034667,104.07834839125238
2023-02-24,-0.6500815001637905,103.40175430268482
2023-02-27,-0.5265044112414574,102.85733950498013
2023-02-28,0.1026472348610418,102.96291971983362
2023-03-01,-0.3416006573086716,102.61119770928647
2023-03-02,-0.5875409226240191,102.00831493154978
2023-03-03,0.0076103636403201,102.01607813525943
2023-03-06,1.37016908795895,103.41387090261681
2023-03-07,-0.6484816933198689,102.7432508814599
2023-03-08,1.236753526137857,104.01393165960502
2023-03-09,-0.5597112520200787,103.43175398043773
2023-03-10,0.6018565675724563,104.05426478472438
2023-03-13,0.4914537683118558,104.5656433900981
2023-03-14,-0.1768224401452522,104.38074786790214
2023-03-15,-0.3869096637524327,103.97688866730417
2023-03-16,0.9621007232794244,104.97725106521574
2023-03-17,-1.0943831491857958,103.82839771907955
2023-03-20,0.7697771451254498,104.62764499487098
2023-03-21,-0.4642912221948347,104.14186802317062
2023-03-22,-0.0029082344625619,104.1388393334748
2023-03-23,0.1846040042956742,104.33108380091144
2023-03-24,-0.0944622322072374,104.2325303302671
2023-03-27,0.1938144882939863,104.43454807556257
2023-03-28,-0.1670677612224724,104.26007161414992
2023-03-29,0.2170036716199863,104.48631979758625
2023-03-30,0.4027736246777325,104.90716313512735
2023-03-31,0.6459990127009485,105.58486237323284
2023-04-03,-0.3089859148798224,105.2586200202543
2023-04-04,0.2480082271357098,105.51967005767405
2023-04-05,-0.8526524020900594,104.61995405624978
2023-04-06,0.4711588307871439,105.11288020855126
2023-04-10,-0.2437248243962297,104.85669402584514
2023-04-11,1.6430830451253264,106.57957658706275
2023-04-12,-0.5553116199396468,105.98772781379232
2023-04-13,1.570608771410087,107.65238036345399
2023-04-14,0.3291585631296723,108.00672739183322
2023-04-17,-0.6758201687464438,107.27679614451623
2023-04-18,0.1069813514062101,107.39156231077692
2023-04-19,-0.1741659548406215,107.2045227708601
2023-04-20,-0.0870408428093605,107.11121105071058
2023-04-24,-1.4163526813859797,105.59413854092884
2023-04-25,0.4927011443522699,106.11440206988891
2023-04-26,-0.3909151345969475,105.69958481221066
2023-04-27,-0.0875907750211846,105.60700172667947
2023-04-28,0.1564532718574485,105.7722273361914
2023-05-02,-0.7888125788421574,104.937882702042
2023-05-03,-0.0594714098977045,104.8754746636823
2023-05-04,-0.0567650582639744,104.81594203938484
2023-05-05,0.7439252627675641,105.59569431162363
2023-05-08,0.7003489738119262,106.33523267312466
2023-05-09,0.6724671368284918,107.05030216772154
2023-05-10,0.9886777496915578,108.10868468623138
2023-05-11,-0.2319111831707077,107.85796855646525
2023-05-12,1.2242491385423993,109.17841880736711
2023-05-15,-1.198318850687663,107.8701132339157
2023-05-16,-0.2000166978208151,107.65435499548965
2023-05-17,0.183085985689213,107.85145503247051
2023-05-18,0.0638772691948119,107.92034759673213
2023-05-19,1.5201643417866784,109.56091423842989
2023-05-22,-2.102592898011968,107.25729423665568
2023-05-23,1.0115415868550135,108.3422463727949
2023-05-24,-0.911113946246922,107.35512505641518
2023-05-25,1.1843560780109508,108.62659200507709
2023-05-26,-0.8327667063929622,107.72198591256948
2023-05-29,1.4396254729463154,109.27277906173047
2023-05-30,-1.3179598991673758,107.8326076529911
2023-05-31,-0.1613881608298895,107.65857859072503
2023-06-01,0.8265526262383638,108.54843339943756
2023-06-02,-0.0690436505820124,108.473487598369
2023-06-05,0.1450534833588035,108.63083217065122
2023-06-06,0.1515139580458901,108.79542304413116
2023-06-07,-0.0446823123679052,108.7468107333646
2023-06-09,0.1472217251562657,108.90690966417867
2023-06-12,0.3791722771967265,109.31985447357692
2023-06-13,-0.0037784693762477,109.31572385635349
2023-06-14,0.3838310348144302,109.73531153044621
2023-06-15,2.730875062917315,112.7320457882458
2023-06-16,0.8271042849587351,113.66445736948202
2023-06-19,2.4328815850736207,116.42977902159801
2023-06-20,0.2128390497653898,116.67758705691152
2023-06-21,-0.3110127170575461,116.31470492320864
2023-06-22,-1.810016536269232,114.2093895299858
2023-06-23,1.306900990382842,115.70199317286338
2023-06-26,0.2585635642294415,116.00115637029565
2023-06-27,0.2249412967079811,116.26209087563124
2023-06-28,-0.2140863075057342,116.01318965824665
2023-06-29,0.1302952653787326,116.1643493515862
2023-06-30,0.0070181658280654,116.17250195825679
2023-07-03,0.1212755537289389,116.31339080328743
2023-07-04,-1.994495527780038,113.99352542550655
2023-07-05,0.7090472735895803,114.80179340960474
2023-07-06,1.1091613272649958,116.07513050511074
2023-07-07,0.179672995932556,116.28368616962189
2023-07-10,-0.0707829429245521,116.20137715440988
2023-07-11,-0.2500252748938725,115.9108443417491
2023-07-12,-0.7010359876833738,115.09826760928578
2023-07-13,0.1418149774498722,115.26149419154109
2023-07-14,0.1165726286228352,115.39585754511013
2023-07-17,0.2400312336410692,115.67284364554635
2023-07-18,-0.4580968538538732,115.14294998804279
2023-07-19,-0.8316193797991533,114.18539890146978
2023-07-20,0.7313024225609865,115.02043948984715
2023-07-21,1.1415258721289456,116.33342756486017
2023-07-24,-0.2147174685936614,116.08363937406466
2023-07-25,-0.3592542272839005,115.66660399242834
2023-07-26,0.7912173909762954,116.58177827876811
2023-07-27,-0.0177881820520475,116.56104049980837
2023-07-28,0.1932158270437467,116.78625487822087
2023-07-31,2.401215030033521,119.59054398336997
2023-08-01,0.5965862911156972,120.30400477424544
2023-08-02,0.0077741180659174,120.31335734961462
2023-08-03,1.597722771739729,122.23563125743401
2023-08-04,1.6060420967860978,124.19878695270063
2023-08-07,-0.1158515624250955,124.0549007175029
2023-08-08,1.2872764928334446,125.65183029264719
2023-08-09,6.738032255034931,134.1182911468075
2023-08-10,3.51822482500046,138.83687416080087
2023-08-11,1.1760439976295831,140.4696568858655
2023-08-14,-1.819263093714796,137.91414426027316
2023-08-15,0.3530734856000306,138.40108253654836
2023-08-16,-0.0228129715963421,138.36950913690026
2023-08-17,-0.1124805232995185,138.2138703889361
2023-08-18,0.1022157953071367,138.35514679577892
2023-08-21,-0.0727246664104064,138.25452847681007
2023-08-22,0.3225214077136495,138.70042892828135
2023-08-23,0.0104438740381906,138.71491462636905
2023-08-24,0.0064058318347992,138.7238004705298
2023-08-25,-0.6700561969644636,137.79427304881239
2023-08-28,0.5975056601894124,138.61760162969588
2023-08-29,0.0840359085339415,138.73409019061336
2023-08-30,0.7088286700650759,139.71747719703836
2023-08-31,-0.195753739760085,139.4439750103267
2023-09-01,-0.1095577052073859,139.29120339125544
2023-09-04,0.3977611605188169,139.8452496983651
2023-09-05,0.0548795505838306,139.9219961429124
2023-09-06,0.204993303923584,140.2088268657216
2023-09-08,1.1181628519741915,141.7765898829229
2023-09-11,2.1997724572144106,144.89535225794526
2023-09-12,-0.5604206446994886,144.0833287906817
2023-09-13,-0.9518703138736372,142.71184235668224
2023-09-14,0.4028897766716666,143.2868137796371
2023-09-15,-0.3646754439143307,142.7642819554155
2023-09-18,-0.9712287448349066,141.37771421170734
2023-09-19,-0.3810199654960544,140.83903689379878
2023-09-20,1.9103287559664397,143.5295255152072
2023-09-21,-1.3511649515030475,141.5902048713871
2023-09-22,-0.2187337856197513,141.28049925620516
2023-09-25,0.0247664126524105,141.31548936764833
2023-09-26,-2.695269449375648,137.5066561554864
2023-09-27,0.8691411536835503,138.70178309318788
2023-09-28,0.4175351779335923,139.2809118300231
2023-09-29,0.2017642856321888,139.56193096679894
2023-10-02,1.5826843041773395,141.77075574281727
2023-10-03,-5.608948862489404,133.8189065512379
2023-10-04,-2.918934605107615,129.9128201797372
2023-10-05,1.0854368011809834,131.32294173942014
2023-10-06,0.9223675926130824,132.53422199569073
2023-10-09,-0.125890943202267,132.36737341355456
2023-10-10,-1.2886248841261327,130.66165450128335
2023-10-11,-0.3312377145062717,130.22885382317722
2023-10-13,-0.0270855398233016,130.1935806351135
2023-10-16,0.1353834295767519,130.3698411696661
2023-10-17,-0.6451566367293604,129.52875148706647
2023-10-18,-2.00102837670324,126.93684441382085
2023-10-19,0.6517323125374119,127.76413284538106
2023-10-20,-1.4524941471726227,125.90836629361604
2023-10-23,1.3489086458676525,127.60675513242134
2023-10-24,1.7194932057614576,129.800944617016
2023-10-25,0.3919706952528745,130.30972628207613
2023-10-26,-0.1490226612352208,130.11553526012224
2023-10-27,-0.8214420137775846,129.046711587044
2023-10-30,-0.7930862952858164,128.02325980293014
2023-10-31,1.8183322210728603,130.35114798639464
2023-11-01,1.4216611735897278,132.2042996466457
2023-11-03,1.759849781074574,134.53089672454837
2023-11-06,1.7610105013173616,136.89999994338407
2023-11-07,4.466717652186492,143.0149364066985
2023-11-08,-1.0048841540490017,141.57780197282432
2023-11-09,1.631112370149146,143.8870950141883
2023-11-10,0.0515555090812469,143.9612767385251
2023-11-13,0.3846701912322281,144.51505285705554
2023-11-14,-0.2920397956802767,144.09301139196455
2023-11-16,0.2006122129287746,144.38207957079368
2023-11-17,3.6833245531049608,149.70014015790827
2023-11-20,3.0121466692651038,154.20932794355988
2023-11-21,1.2558146395806435,156.14591125947405
2023-11-22,-0.9555768018037925,154.65381715451338
2023-11-23,-0.0138469659572759,154.63240229310037
2023-11-24,2.9757120764797973,159.23381736228697
2023-11-27,-2.519209931516986,155.22238322096263
2023-11-28,0.3337386716290913,155.74042034079528
2023-11-29,0.4834036844669098,156.49327527092694
2023-11-30,0.5046129096503815,157.28296054067874
2023-12-01,0.7416735218501946,158.44948661339106
2023-12-04,0.4200264193791492,159.11501631853793
2023-12-05,-0.0063346433742839,159.1049369496992
2023-12-06,1.0931403391008176,160.8441771969973
2023-12-07,2.013199059108617,164.08229065895824
2023-12-08,-2.083162898587798,160.66418925679784
2023-12-11,2.774666080179178,165.1220840191011
2023-12-12,-2.690162629826809,160.68003142122802
2023-12-13,1.288228085285259,162.74995671344146
2023-12-14,-1.553350463996761,160.2218795056787
2023-12-15,0.0164224244357802,160.24819182277008
2023-12-18,1.7014026420087536,162.97465879221394
2023-12-19,0.4162134604145162,163.65298125917178
2023-12-20,-0.2641119990265506,163.22075409890164
2023-12-21,-0.458266766794202,162.47276762635548
2023-12-22,8.526277858434383,176.32564723846696
2023-12-26,6.942238765647435,188.56659467483456
2023-12-27,3.286149826544116,194.76317549866178
2023-12-28,-4.766246929849894,185.48028162597865
2023-12-29,-0.0071345894742336,185.46704836932898
