,SPX FALCON SELECAO ACOES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,Close
2022-01-04,-0.7454807143724151,99.25451928562758
2022-01-05,-2.32736644703222,96.94450290661077
2022-01-06,-0.3873797136547341,96.56895956884713
2022-01-07,1.0624231441223264,97.5949305453447
2022-01-10,-0.3757469190640017,97.2282206006579
2022-01-11,1.2764356699222157,98.46927628963536
2022-01-12,1.8682174256079431,100.30889646814836
2022-01-13,-0.1880516992874836,100.12026388380349
2022-01-14,1.1799011736380205,101.30158405241797
2022-01-17,-0.4758549391888023,100.81953546122804
2022-01-18,-0.4955182845142958,100.31995622865529
2022-01-19,1.0384092806861478,101.36168796451392
2022-01-20,2.302125555573653,103.69516128670581
2022-01-21,-0.2460976550094917,103.43996992642091
2022-01-24,-1.043731975704698,102.36033388463953
2022-01-25,1.2279371425871322,103.61725444368523
2022-01-26,1.308679662004164,104.97327237891685
2022-01-27,1.267117220969105,106.3034067906449
2022-01-28,-0.6560369015766288,105.60601721446515
2022-01-31,1.2915346998854549,106.96995557195697
2022-02-01,0.0978735835357458,107.07465090078185
2022-02-02,-0.993747316306326,106.01059943101096
2022-02-03,-0.7536090999071154,105.21169390683278
2022-02-04,-0.6222047049064483,104.55706179723269
2022-02-07,-0.0021140134967234,104.55485144683452
2022-02-08,-0.3644758870599784,104.17377422455942
2022-02-09,0.9245399421504265,105.13690237651107
2022-02-10,0.0647997454018334,105.20503082157443
2022-02-11,-0.1683687121026622,105.02789846611293
2022-02-14,0.6410753510210476,105.70120643487459
2022-02-15,0.946486676883418,106.70165427108572
2022-02-16,0.5410355398466571,107.2789481422966
2022-02-17,-0.8082499272709653,106.41186612195943
2022-02-18,-0.49265695712285,105.88762066030534
2022-02-21,-1.014470107801646,104.81342240084415
2022-02-22,0.6320798096173474,105.47592688160883
2022-02-23,-0.6345027448145024,104.80667923042648
2022-02-24,-0.1569813609085923,104.64215227904745
2022-02-25,0.004943993583506,104.64732578034177
2022-03-02,0.368691955907896,105.03315205256662
2022-03-03,0.1922962111927662,105.23512682446004
2022-03-04,-1.3415418081165198,103.82335360128546
2022-03-07,-2.5553221163736706,101.17033248475097
2022-03-08,0.5349389258665793,101.71153197464055
2022-03-09,2.304104540778251,104.05507200136337
2022-03-10,-0.5733294553635804,103.45849362377977
2022-03-11,-2.169003356411248,101.21447542458748
2022-03-14,-0.9996711597615836,100.2026635042639
2022-03-15,-0.034039284163212,100.16855523489457
2022-03-16,1.71480013799441,101.88624575828955
2022-03-17,1.6178442818000738,103.53460655923081
2022-03-18,2.1010493141123243,105.70991970021242
2022-03-21,0.369508705849042,106.10052705645074
2022-03-22,1.1080455144117485,107.27616918726697
2022-03-23,0.822693874893976,108.15872366039152
2022-03-24,1.7447308733709477,110.04580230433834
2022-03-25,0.2382196822990456,110.30795306497117
2022-03-28,-0.5510666893570382,109.70008267991852
2022-03-29,0.6748976432860765,110.44044595260817
2022-03-30,-0.5613625038215053,109.82047469997697
2022-03-31,0.0943851518001803,109.92412892173022
2022-04-01,1.2989817429160275,111.35202328748296
2022-04-04,-0.3635807362407206,110.94716878139539
2022-04-05,-1.5055961068452306,109.2767525275677
2022-04-06,-0.6275600365230782,108.59097529949446
2022-04-07,0.2759848896392469,108.89066998283295
2022-04-08,0.0681848603280244,108.96491693407098
2022-04-11,-0.7533515589405848,108.14402803364985
2022-04-12,-0.1698654487619522,107.96032869512123
2022-04-13,0.5797254754967618,108.58620222399689
2022-04-14,-0.7691438546153062,107.75101812263087
2022-04-18,0.2624613002808251,108.03382284586135
2022-04-19,0.124515673541059,108.16834188803003
2022-04-20,0.0045903263314883,108.17330716791005
2022-04-22,-1.500286697141584,106.5503974306118
2022-04-25,0.0729369767848764,106.62811206924995
2022-04-26,-0.7605333226781585,105.81716974562069
2022-04-27,0.3415933043928065,106.17863411236969
2022-04-28,0.40953473680021,106.61347250211985
2022-04-29,-0.643988103523363,105.92689442245305
2022-05-02,-1.1736792819296404,104.68365240862524
2022-05-03,0.8702186781023746,105.59462910480485
2022-05-04,1.9116298742849256,107.61320758041266
2022-05-05,-1.363245289416137,106.14617559728308
2022-05-06,-1.0754960535795277,105.0045776677087
2022-05-09,-1.6693900789490956,103.25164166568157
2022-05-10,0.4502769816573382,103.71656004128546
2022-05-11,0.778161383897702,104.52364226023381
2022-05-12,0.5898144605220201,105.14013781694898
2022-05-13,1.8482326521863657,107.08337217463557
2022-05-16,0.4005104108924406,107.51225222852969
2022-05-17,0.3638803906905963,107.90346823197912
2022-05-18,-1.5808332017796969,106.19769438029618
2022-05-19,0.1089996256578462,106.31344946962797
2022-05-20,0.8050139170850734,107.16928753359169
2022-05-23,0.8251807887599938,108.05362790576984
2022-05-24,-0.5755709850499668,107.43170257525038
2022-05-25,0.5657681213935506,108.03951690069148
2022-05-26,1.6783045412654074,109.85274901919699
2022-05-27,-0.1173508011085622,109.72383593818319
2022-05-30,-0.663708465760815,108.99558955010396
2022-05-31,0.1401400048097079,109.14833597454184
2022-06-01,-0.0751924164251072,109.06626470323478
2022-06-02,0.7212390296756244,109.85289317248383
2022-06-03,-0.6091196259243148,109.18375764052456
2022-06-06,-0.6112022798032912,108.51642402465077
2022-06-07,-0.1435927288957916,108.36060233009366
2022-06-08,-0.2877166780777762,108.04883080472445
2022-06-09,-0.1943411013937246,107.8388475168955
2022-06-10,-1.262164214651318,106.47774417404484
2022-06-13,-1.8394630089056063,104.51912545724615
2022-06-14,-0.4493832578933876,104.0494340061447
2022-06-15,1.746497111492329,105.86665436558613
2022-06-17,-1.6523617812192248,104.11735422979373
2022-06-20,-0.8278163778774217,103.25545371926685
2022-06-21,-0.3384650537294642,102.90597009235734
2022-06-22,-0.3295052409544086,102.56688952764804
2022-06-23,-0.6547630759755285,101.8953194068444
2022-06-24,-0.0497195279458573,101.84465753503639
2022-06-27,0.3924024802931747,102.24429849724996
2022-06-28,-0.5425416115536597,101.68958063246124
2022-06-29,-0.0710365932172885,101.617343818723
2022-06-30,0.5038120255557388,102.12930421693204
2022-07-01,0.1664446463729652,102.29929297617909
2022-07-04,-0.2814351297114603,102.01138682829767
2022-07-05,-1.0447198996629048,100.94565357018034
2022-07-06,0.2636458254080986,101.21179257174904
2022-07-07,1.165483108470844,102.39139891795332
2022-07-08,0.2520547988063004,102.64948135249092
2022-07-11,-1.4989224532225176,101.11084522838198
2022-07-12,-0.0496617299580504,101.06063183346636
2022-07-13,-0.0915672106496012,100.96809343183159
2022-07-14,-0.5199565880587342,100.44310317819549
2022-07-15,0.5754886546738947,101.0211418413884
2022-07-18,-0.1578457319777793,100.86168428059655
2022-07-19,0.5389499888203364,101.40527831675082
2022-07-20,1.1845194757522437,102.6064435878535
2022-07-21,-0.2781184478784837,102.32107613952365
2022-07-22,-0.0086799753360455,102.31219469535117
2022-07-25,-0.0326799304132596,102.27875914132045
2022-07-26,-0.2258745228540859,102.04773748212891
2022-07-27,1.549158349488744,103.62861852779767
2022-07-28,0.7082874445615728,104.36260702180267
2022-07-29,0.9003446583934371,105.30223017948362
2022-08-01,-0.3977174463763999,104.88342483863637
2022-08-02,0.485992923140377,105.3931508608994
2022-08-03,1.3960039163732008,106.86444337450666
2022-08-04,2.505296259677947,109.54171427729383
2022-08-05,0.347429923657816,109.9222949715809
2022-08-08,0.8019495724655101,110.80381634614977
2022-08-09,-0.2202555134528716,110.55976483153118
2022-08-10,1.0403197328557434,111.70993988167251
2022-08-11,-0.699962305255164,110.92801241127759
2022-08-12,2.035418157355706,113.18586131749053
2022-08-15,0.5446329589615662,113.80230882311012
2022-08-16,-0.6020198784503661,113.11719630185952
2022-08-17,0.6870347040988101,113.89435069675687
2022-08-18,0.0940959403107566,114.00152065700581
2022-08-19,-0.9938224958600528,112.86854789909394
2022-08-22,-0.4679440249543476,112.34038627314739
2022-08-23,1.549272520719125,114.08084500734698
2022-08-24,0.5184998296237309,114.67235399434338
2022-08-25,0.1849177047074102,114.88440347928368
