,CHARLES RIVER FUNDO DE INVESTIMENTO DE ACOES,Close
2022-01-04,-1.3004384317964912,98.6995615682035
2022-01-05,-2.660310967316404,96.07384630711138
2022-01-06,0.4288194219415064,96.4858296194825
2022-01-07,0.2087147345876561,96.6872097626875
2022-01-10,-0.6993041115010201,96.01107212952141
2022-01-11,1.2893291839454646,97.24897090230625
2022-01-12,1.4829442241868884,98.6911188993832
2022-01-13,0.4417895665284277,99.12712596577084
2022-01-14,0.6312633015182589,99.75287913384253
2022-01-17,0.0173299996124365,99.77016630740981
2022-01-18,-0.6079940783871529,99.16356960426374
2022-01-19,1.2372982250880682,100.39051869091126
2022-01-20,1.247023227296995,101.64241177699085
2022-01-21,-1.1354999970180302,100.48826219429407
2022-01-24,-1.8841088638328896,98.59495393917973
2022-01-25,2.178284526325891,100.74263256457502
2022-01-26,0.5350639644444266,101.28167008826071
2022-01-27,1.190964923348692,102.48789925279364
2022-01-28,-0.3610507094718662,102.11786596541862
2022-01-31,1.2673090384432983,103.41201491066379
2022-02-01,0.136724941194144,103.55340492723806
2022-02-02,-0.8155450957084809,102.70888021191483
2022-02-03,-1.5088545050982003,101.15915264570144
2022-02-04,-0.2385842336386612,100.91780285660633
2022-02-07,0.1490421542423847,101.0682129239979
2022-02-08,0.6736009686946653,101.74900938529635
2022-02-09,0.4216233349581655,102.17800695195353
2022-02-10,1.0085776852725823,103.20855152932721
2022-02-11,0.1671652878542318,103.38108040158139
2022-02-14,-0.2809765868586611,103.09060377041142
2022-02-15,0.7608962413901743,103.87501629972692
2022-02-16,0.0671368552645601,103.94475471907612
2022-02-17,-0.0582491507014282,103.88420778225357
2022-02-18,-0.2722584364648783,103.60137426241168
2022-02-21,-1.3417298720596382,102.2113236760686
2022-02-22,0.8543424496810781,103.08455840261418
2022-02-23,0.8838660000536125,103.9956877656403
2022-02-24,0.0419378911187262,104.03930136394362
2022-02-25,0.120696379393359,104.16487303383605
2022-03-02,0.5416593599842479,104.72909181843953
2022-03-03,0.3238376835864143,105.06824408342545
2022-03-04,-0.5893420409239791,104.4490327493812
2022-03-07,-0.9515337438698812,103.45516495762514
2022-03-08,0.3249911178117903,103.79138505465497
2022-03-09,0.3241761910335983,104.12785201334616
2022-03-10,-0.0443146856874188,104.08170808301338
