,ALASKA BLACK FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES - BDR NIVEL I,Close
2022-01-04,-0.7049772935776466,99.29502270642236
2022-01-05,-4.510956773660546,94.81586715373922
2022-01-06,-0.0922354328878105,94.72841332822364
2022-01-07,2.2399601869373065,96.85029207249326
2022-01-10,-1.9012135313952072,95.00896121441524
2022-01-11,4.6460729113356525,99.42314682473958
2022-01-12,4.465104727547642,103.86249445388765
2022-01-13,-0.0374049705481382,103.8236447184266
2022-01-14,2.1910422619753955,106.09846465213052
2022-01-17,-1.2134891532849743,104.81097129177502
2022-01-18,0.3135589075422551,105.13961542834194
2022-01-19,3.3855267048512383,108.69914518604635
2022-01-20,3.1302804886251145,112.10173331910745
2022-01-21,-1.993479036925605,109.8670087653608
2022-01-24,-1.9584870088808937,107.71527767164517
2022-01-25,3.978727505677804,112.00097505218413
2022-01-26,2.0430958444942915,114.28926231926839
2022-01-27,1.1592817491870022,115.61419687861613
2022-01-28,-0.0607496204806379,115.54396169279063
2022-01-31,1.6256586902497538,117.42231214710833
2022-02-01,2.847003707703566,120.76532972760776
2022-02-02,-1.7733591674065408,118.6237266818345
2022-02-03,-0.1782955733174551,118.4122258282566
2022-02-04,0.6353004950707231,119.16449928516778
2022-02-07,0.4024463107071385,119.64407241621358
2022-02-08,0.6769675853301127,120.45402400424022
2022-02-09,1.602590593079101,122.38440886191742
2022-02-10,0.0867372459998794,122.49056172769748
2022-02-11,-0.6886774080916425,121.64699690203429
2022-02-14,0.6598230998578591,122.44965188787728
2022-02-15,1.492500523503182,124.27721358333167
2022-02-16,1.3752558495848444,125.9863432328375
2022-02-17,-2.6139009828880844,122.6931849687696
2022-02-18,-0.5513167500578842,122.01675688885727
2022-02-21,-1.5304363354386452,120.14936810610637
2022-02-22,2.98732553348986,123.7386208578668
2022-02-23,-0.9439775477630974,122.57055605905684
2022-02-24,-2.735166210518991,119.21804762568428
2022-02-25,1.5169068070082004,121.02647430530057
2022-03-02,4.016538508676115,125.88754925146597
2022-03-03,1.1997678352402064,127.39790757595723
2022-03-04,-1.4905710187722243,125.49895128710779
2022-03-07,-3.201901916147865,121.4805979611004
2022-03-08,1.3423598286123497,123.11130470768829
2022-03-09,4.678443203324756,128.87099717530955
2022-03-10,1.1046773893379935,130.2946059425196
2022-03-11,-4.16012037046567,124.87419349908689
2022-03-14,-4.7678173489521525,118.92042003707334
2022-03-15,-3.0208158211021074,115.32805317407235
2022-03-16,3.261570899969235,119.08955939589895
2022-03-17,4.121969932222158,123.99839522661375
2022-03-18,3.173200647295316,127.93311310658046
2022-03-21,0.4500857801998714,128.5089218568402
2022-03-22,1.3450423491589536,130.2374212782623
2022-03-23,1.6938391642410178,132.44343372637107
2022-03-24,3.02204133551196,136.4459290397534
2022-03-25,2.849046044224268,140.33333638356555
2022-03-28,-1.2824209101395811,138.5336723338862
2022-03-29,1.3504193803254294,140.4044578933595
2022-03-30,-0.1941327038792684,140.1318869228841
2022-03-31,-0.4894638851620114,139.4459919448005
2022-04-01,4.0700972686766645,145.12157945422493
2022-04-04,0.3100508886615394,145.57153020096243
2022-04-05,-3.1276642681718814,141.0185414662359
2022-04-06,-2.2058326412297435,137.90790844838756
2022-04-07,0.2130057087781134,138.20166016623912
2022-04-08,-0.3628279076758667,137.70022597428465
2022-04-11,-1.7733513164365888,135.25831720423352
2022-04-12,0.235356191331415,135.57665602806438
2022-04-13,0.4721266971011939,136.21674961620994
2022-04-14,-1.3000141072679217,134.44591265473738
2022-04-18,0.3889599266723609,134.96885337801325
2022-04-19,0.5647053461449225,135.73102970866938
2022-04-20,-0.3992973011323175,135.18905937024357
2022-04-22,-7.874714283395567,124.54330720242689
2022-04-25,-0.8432161966567597,123.49313786424403
2022-04-26,-4.622253513564445,117.78497196030303
2022-04-27,2.717407707109132,120.98566986616864
2022-04-28,0.3365697658785915,121.39287105198385
2022-04-29,-2.0950504982534923,118.84962910216504
2022-05-02,-3.9781456652778657,114.12161773383843
2022-05-03,2.6623598632023797,117.1599458796214
2022-05-04,4.054165457958248,121.90980393603559
2022-05-05,-4.89703981029872,115.93983230463081
2022-05-06,-1.834440249874736,113.8129853551974
2022-05-09,-3.5438558443392942,109.77961722207021
2022-05-10,0.6033341535014225,110.44195514635409
2022-05-11,1.6256113828368337,112.23731214064077
2022-05-12,1.3156022177838178,113.71390870834398
2022-05-13,3.3925230699590525,117.57167929502673
2022-05-16,1.4996403076752651,119.33483158814565
2022-05-17,4.227752396818518,124.38001279085282
2022-05-18,-3.987022631162762,119.42095353223837
2022-05-19,2.762242716681396,122.7196501233741
2022-05-20,2.926264906339804,126.31075217811738
2022-05-23,3.586231349495317,130.84054797051238
2022-05-24,-0.942431585390746,129.60746531993993
2022-05-25,0.8413678307993333,130.69794083945632
2022-05-26,3.094552695620889,134.7424574908247
2022-05-27,-0.5613269716987501,133.98611173459898
2022-05-30,-0.6950444169783077,133.05484874546133
2022-05-31,0.3523814372786926,133.52370933383958
2022-06-01,-0.1214135235246272,133.3615934935966
2022-06-02,1.6908878811205508,135.61658851604906
2022-06-03,-1.1652395638191426,134.03633037155825
2022-06-06,-1.1465258654954402,132.49956917468742
2022-06-07,-1.4146843197544,130.625118545831
2022-06-08,-2.286232835933,127.6387241936598
2022-06-09,-1.2248474524039987,126.07534453209279
2022-06-10,-3.2754172324799717,121.94585097138012
2022-06-13,-7.212698706543518,113.1502641556839
2022-06-14,-2.585547830790891,110.22470995527244
2022-06-15,2.793174483921246,113.30347842871932
2022-06-17,-5.130453343508612,107.49049633136153
2022-06-20,-1.7457056007701754,105.61402871660928
2022-06-21,-0.3276549783551741,105.26797909367785
2022-06-22,-0.2127678941212241,105.04400263137626
2022-06-23,-2.7331446645580293,102.17299807801861
2022-06-24,-0.1670004252497192,102.00236873673794
2022-06-27,3.386914216635084,105.45710146478706
2022-06-28,-0.7263158014290005,104.6911498731193
2022-06-29,-0.1510028876207658,104.5330632137275
2022-06-30,-1.739940821039443,102.7142497753889
2022-07-01,-1.2802303362330236,101.3992707901302
2022-07-04,-1.4693598496938187,99.90935061725772
2022-07-05,-2.912091642926784,96.99989876743014
2022-07-06,1.6841704102718902,98.63354236046489
2022-07-07,4.467348944350347,103.03984687388046
2022-07-08,0.8056686803152857,103.87000664838814
2022-07-11,-4.620990147600345,99.07018387485431
2022-07-12,-0.1791364436684261,98.89271307072512
2022-07-13,-0.4980183714369368,98.40020919162049
2022-07-14,-4.037960526338214,94.42684758662863
2022-07-15,2.173570458044005,96.47928165023383
2022-07-18,-0.2629177212929989,96.22562052139918
2022-07-19,1.691040434180624,97.85283467245725
2022-07-20,-0.6215801889852379,97.24460083777278
2022-07-21,-0.8094453719212802,96.45745891684811
2022-07-22,0.4921248891885943,96.93215007965678
2022-07-25,4.394835309826273,101.19215843793133
2022-07-26,-1.1550138448547689,100.02337499806585
2022-07-27,4.919174648743274,104.94369950378812
2022-07-28,3.3061755847421104,108.4133224745075
2022-07-29,1.4926541239293156,110.03155840331202
2022-08-01,-1.425270422177194,108.46331114632899
2022-08-02,-0.6663779940089154,107.74053550927644
2022-08-03,0.3638588622840499,108.13255899599923
2022-08-04,4.919797843317064,113.45246230140796
2022-08-05,2.469200031671459,116.25383053648638
2022-08-08,3.647411265126377,120.49408584761511
2022-08-09,-0.1268289765842478,120.34126443169004
2022-08-10,3.221354008872978,124.21788257778871
2022-08-11,-1.833798203632864,121.93997727848644
2022-08-12,5.8991126150543804,129.1333538609161
2022-08-15,-0.7102858591905181,128.21613790894355
2022-08-16,-0.6329298626230551,127.40461968341589
2022-08-17,-0.435662692574057,126.84956528683938
2022-08-18,-1.3021544840145285,125.19778798450386
2022-08-19,-3.02512666846394,121.4103963118577
2022-08-22,-0.2747451893744923,121.07682708859036
2022-08-23,4.585229730977769,126.62847776158095
2022-08-24,-0.6934329201073952,125.75039421055128
2022-08-25,0.9652371599485844,126.96418374425335
2022-08-26,-0.4025751587965476,126.45305747993018
2022-08-29,0.8820383444789748,127.5684219346692
2022-08-30,-4.472173012584857,121.86334139632655
2022-08-31,-2.571181510763887,118.73001369394512
2022-09-01,1.141864194913489,120.08574920893217
2022-09-02,1.5308970738003636,121.92413842962296
2022-09-05,1.5003794860248387,123.75346319113355
2022-09-06,-5.376806109778187,117.09947942121057
2022-09-08,0.7601059117561926,117.98955948692692
2022-09-09,4.638243671003672,123.46220276227442
2022-09-12,2.1907742011415987,126.16698084855146
2022-09-13,-5.583859373478683,119.12199406220456
2022-09-14,0.3592260315522066,119.54991127418008
