,FUNDO DE INVESTIMENTO EM ACOES CAIXA PETROBRAS,Close
2022-01-04,1.256554455833081,101.25655445583308
2022-01-05,-4.089318345418569,97.11585159853196
2022-01-06,-0.1034266079949941,97.01540796739815
2022-01-07,0.80974565670906,97.80098601975273
2022-01-10,-0.3616055967399001,97.4473321806385
2022-01-11,4.116437842191134,101.458691038728
2022-01-12,3.2998610372726,104.80668685324177
2022-01-13,2.4097469200148103,107.33226276165733
2022-01-14,2.0870151840936213,109.57230338292439
2022-01-17,-0.3235318318900781,109.21780210254546
2022-01-18,0.3422201079550824,109.59156738280696
2022-01-19,-0.9290348851846096,108.57342349060008
2022-01-20,0.6349117453040343,109.26276890862059
2022-01-21,0.3409198671598279,109.63526739523901
2022-01-24,0.1671754018915283,109.81855059412186
2022-01-25,3.3095191006830893,113.45301650212764
2022-01-26,2.924492319970562,116.7709412565073
2022-01-27,0.373406574661117,117.20697162845276
2022-01-28,-2.977920982390192,113.71664062750494
2022-01-31,-1.7275318298085374,111.75214946487581
2022-02-01,2.936457766383316,115.03370413693744
2022-02-02,-1.7896771112534848,112.97497226377162
2022-02-03,-1.0675129810348571,111.76894976953533
2022-02-04,1.7735113501803124,113.75118477967537
2022-02-07,-1.2007177763311505,112.38535408323851
2022-02-08,-1.442411291899892,110.7642950455002
2022-02-09,0.0796477389838568,110.85251630210536
2022-02-10,1.7029853352945823,112.74031839853525
2022-02-11,4.4792493412766365,117.79023836775482
2022-02-14,-2.58406229512842,114.74646523075178
2022-02-15,-2.069424600053571,112.37187365157469
2022-02-16,2.189812687947024,114.83260719848067
2022-02-17,-0.473303624453858,114.2891003065554
2022-02-18,-0.6410288261164188,113.55647422848126
2022-02-21,2.692683639888638,116.61419083206593
2022-02-22,-1.5502118008216437,114.80642388435457
2022-02-23,0.0214823882845216,114.83108704610898
2022-02-24,-1.5731119263654003,113.0246655206116
2022-02-25,1.8368170865497917,115.10072188890994
2022-03-02,3.145343231408293,118.72103465414486
2022-03-03,-0.8025860779897198,117.76819615836534
2022-03-04,-0.6749995994067559,116.97326130606781
2022-03-07,-7.632703160157095,108.04503949382075
2022-03-08,1.5979042415368294,109.77149576266265
2022-03-09,-0.0345969593514738,109.73351816289414
2022-03-10,2.782671266647929,112.78704124269488
2022-03-11,-2.3607238315785706,110.12445068114623
2022-03-14,-1.2659253152377703,108.73035738170707
2022-03-15,-1.859103161403408,106.70894787021852
2022-03-16,0.082879337738162,106.79738753952073
2022-03-17,-2.6341951847411726,103.9841358995253
2022-03-18,0.874725073082816,104.89371120826695
2022-03-21,3.3399947994255497,108.39715570754753
2022-03-22,-0.6462122778881918,107.69667997848377
2022-03-23,0.9608345771951576,108.73146691820826
2022-03-24,1.7085656636169233,110.58921542751976
2022-03-25,0.0799634326479781,110.67764636031407
2022-03-28,-2.635721868130536,107.76049143206309
2022-03-29,1.2236243954357515,109.07907509386727
2022-03-30,1.759098123316849,110.99788305677487
2022-03-31,0.3636581731235599,111.40153593050496
2022-04-01,-0.0340985749963773,111.36354959422859
2022-04-04,-1.026004874276265,110.22095414722473
2022-04-05,-0.120116035546236,110.08856110676184
2022-04-06,0.3091505581311882,110.428900507862
2022-04-07,5.000943042749606,115.95138692499481
2022-04-08,1.083389365864429,117.20759192051251
2022-04-11,-1.322988348101917,115.65694913631329
2022-04-12,0.1033436946447308,115.77647330066414
2022-04-13,2.4376489913130905,118.59869733425565
