,FUNDO DE INVESTIMENTO EM ACOES CAIXA PETROBRAS PLUS,Close
2022-01-04,1.255570071335721,101.25557007133573
2022-01-05,-4.094214845680522,97.10994948939666
2022-01-06,-0.1033949679450585,97.00954268825063
2022-01-07,0.8074321424493824,97.79282891715873
2022-01-10,-0.3610087412558527,97.4397882564464
2022-01-11,4.118646078690857,101.45298827455521
2022-01-12,3.305414358125192,104.80642991572942
2022-01-13,2.4074722582616115,107.32961564082501
2022-01-14,2.0882276954549583,109.57090240006208
2022-01-17,-0.3227931829031027,109.21721499666927
2022-01-18,0.3425656300380275,109.5913556373326
2022-01-19,-0.9316101238556972,108.5703914733445
2022-01-20,0.6345584933815207,109.25933411373617
2022-01-21,0.3411017215648071,109.63201958336838
2022-01-24,0.1673901806118038,109.81553281895735
2022-01-25,3.310553798155613,113.45103511166016
2022-01-26,2.9206479054093792,116.76454039231412
2022-01-27,0.3732500657739779,117.20036411612911
2022-01-28,-2.978000746345355,113.71013639803131
2022-01-31,-1.727763803554494,111.74549382037368
2022-02-01,2.936720838976292,115.02714702401356
2022-02-02,-1.7940062508389976,112.96355281624099
2022-02-03,-1.0678991185287812,111.75721603145756
2022-02-04,1.77560635445142,113.74158426087013
2022-02-07,-1.19940552131671,112.37736141921215
2022-02-08,-1.4402851075340115,110.75880701845156
2022-02-09,0.0798510420415121,110.84724908000854
2022-02-10,1.7051442407622908,112.73735456373973
2022-02-11,4.478155644395021,117.78590877047746
2022-02-14,-2.580965755051212,114.74589480083557
2022-02-15,-2.0706369727414358,112.36992387838647
2022-02-16,2.1862185067411,114.82657595022664
2022-02-17,-0.4736096560891245,114.28274619876986
2022-02-18,-0.6412519161512642,113.54990589893995
2022-02-21,2.6934818763812096,116.60835203497582
2022-02-22,-1.553998591244632,114.79625988707872
2022-02-23,0.0216198248864429,114.8210786374425
2022-02-24,-1.575793846370488,113.01173514593746
2022-02-25,1.8357286795587011,115.08632397927836
2022-03-02,3.149311489827422,118.71075080357778
2022-03-03,-0.8048820019422309,117.7552693359893
2022-03-04,-0.6754108039640605,116.95993752465705
2022-03-07,-7.639707290166909,108.02454065101116
2022-03-08,1.600399332749114,109.75336467879524
2022-03-09,-0.0347668777723186,109.71520686064635
2022-03-10,2.7826859680121885,112.7682365267331
2022-03-11,-2.3559276711637267,110.11149843811644
2022-03-14,-1.2671396812438007,108.71623194779492
2022-03-15,-1.863123101462305,106.69071471533621
2022-03-16,0.0825926515272357,106.77883340555297
2022-03-17,-2.634726912069796,103.9655027454227
2022-03-18,0.8738588824435123,104.87401452584062
2022-03-21,3.3348801857456367,108.37143725625889
2022-03-22,-0.6469131381851789,107.67036819060804
2022-03-23,0.960244712609848,108.70426720820592
2022-03-24,1.705739169753584,110.55847847316988
2022-03-25,0.0798494851828923,110.64675884905675
2022-03-28,-2.635560929811176,107.73059610272863
2022-03-29,1.226781170244795,109.05221477030938
2022-03-30,1.757897491439575,110.96924091811594
2022-03-31,0.3636750411975642,111.37280835074152
2022-04-01,-0.03426134144765,111.33465053259263
2022-04-04,-1.0261593669354752,110.19217958750755
2022-04-05,-0.120319109755973,110.05959733800717
2022-04-06,0.3089462186774971,110.39962230227462
2022-04-07,4.996016426382988,115.91520556716104
2022-04-08,1.0810874899046752,117.16835035344491
2022-04-11,-1.322951560543273,115.6182698339812
2022-04-12,0.1032051636144393,115.73759385853154
2022-04-13,2.4479669078125044,118.57081185608683
2022-04-14,0.3987228324048297,119.04358075552483
2022-04-18,-1.676569118069493,117.04773284353358
2022-04-19,1.5799364986397002,118.89701269555886
2022-04-20,1.0792687653241595,120.18023101648552
2022-04-22,-4.590771772464663,114.66303089489789
