,ABSOLUTE PACE LONG BIASED ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES,Close
2022-01-04,-0.776760898849882,99.22323910115011
2022-01-05,-2.37531456412442,96.8663750517845
2022-01-06,0.3552911896685939,97.21053274809483
2022-01-07,0.3822579772151169,97.58212776421774
2022-01-10,-0.5947674157335436,97.0017410646967
2022-01-11,1.7313493856478956,98.6811801126881
2022-01-12,1.8064063168356623,100.46376318377168
2022-01-13,-0.666119956617095,99.79455400803603
2022-01-14,0.7730708997203184,100.56603666457784
2022-01-17,-0.2457120115535893,100.31893383294958
2022-01-18,-0.6810221558654073,99.63573966701924
2022-01-19,1.9305876352643687,101.55929493733491
2022-01-20,1.3600551437089603,102.94055735204469
2022-01-21,-0.450609480484887,102.4766974413524
2022-01-24,-0.421563439721917,102.04469315070521
2022-01-25,1.660071629025084,103.73870815062577
2022-01-26,1.0941150804918198,104.87372900080916
2022-01-27,0.7197819665681893,105.62859118982458
2022-01-28,-0.1253516947156363,105.49618396066388
2022-01-31,0.999591418696122,106.55071476258655
2022-02-01,0.0943007002620621,106.6511928327419
2022-02-02,-0.2108973517014556,106.42626829149964
2022-02-03,-1.5938055717722666,104.73004049764042
2022-02-04,0.1379719644505783,104.8745385918849
2022-02-07,-0.8187656288646483,104.01586191646416
2022-02-08,0.2929084508163093,104.32053316620691
2022-02-09,0.984145179718432,105.3471986648187
2022-02-10,0.099044419949501,105.45153918666932
2022-02-11,0.0399908338920562,105.49371013654208
2022-02-14,0.1674977076149053,105.6704096826987
2022-02-15,0.9055504669241988,106.6273085709811
2022-02-16,0.0764012579927975,106.70877317609319
2022-02-17,-0.7841915230023089,105.8719720225465
2022-02-18,-0.3902415776337653,105.45881556865373
2022-02-21,-0.5823321085581257,104.84469502429236
2022-02-22,0.4809223175489707,105.34891656143034
2022-02-23,-0.2432331854900105,105.09267303579877
2022-02-24,-0.0072660884980146,105.08503690917105
2022-02-25,1.070792618645866,106.21027972769573
2022-03-02,0.9358171720512232,107.20421376387115
2022-03-03,0.2918292819156232,107.51706705108155
2022-03-04,-1.2581179639562512,106.164375516193
2022-03-07,-2.393132158463529,103.62372170488301
2022-03-08,0.628783088688678,104.27529014283313
2022-03-09,2.613147290626716,107.00015706199372
2022-03-10,-0.0323863198441132,106.96550364889391
2022-03-11,-1.7333638443675192,105.11140228269836
2022-03-14,-1.167399921729817,103.88433185472103
2022-03-15,0.075467739304802,103.96273101146369
