,BRADESCO FUNDO DE INVESTIMENTO EM ACOES CIELO,Close
2022-01-04,-3.256053862907027,96.74394613709298
2022-01-05,-0.4562441952488449,96.30255749858782
2022-01-06,-2.273801752458582,94.1128282585225
2022-01-07,-0.469607684900164,93.67086718454358
2022-01-10,-1.871142754188904,91.91815154043408
2022-01-11,3.321970068506541,94.97164502213178
2022-01-12,-2.30553716828924,92.78203844681082
2022-01-13,-0.4763213195711491,92.34009781695596
2022-01-14,-0.0074390496082599,92.33322859127104
2022-01-17,4.72481218323566,96.69580022492624
2022-01-18,-3.168427150637665,93.63206423707332
2022-01-19,1.3938510897943068,94.93715578483868
2022-01-20,2.7544404959969797,97.55214324952402
2022-01-21,-3.13935628515688,94.48963390911484
2022-01-24,-0.9305152397915406,93.6103934655673
2022-01-25,6.057777503084294,99.28110282147313
2022-01-26,0.4338150457444678,99.71179918309372
2022-01-27,-1.7568384371301593,97.96002396869109
2022-01-28,5.786086395394596,103.62807558846882
2022-01-31,0.8365220945840912,104.49494733695866
2022-02-01,-0.0061041867286393,104.48856877025122
2022-02-02,1.246386668268462,105.79090036126816
2022-02-03,-5.779227756309835,99.67700328393967
2022-02-04,6.122120395062569,105.77934943117293
2022-02-07,0.4053094748796448,106.20808315688352
2022-02-08,-0.8272310406730154,105.32949692530597
2022-02-09,-0.4195597611599377,104.8875767395752
2022-02-10,2.9058653907814147,107.93546853127981
2022-02-11,-2.4295510873589943,105.31312118193208
2022-02-14,2.4778763123472825,107.92265006549276
2022-02-15,-0.4236482242160777,107.46543767496337
2022-02-16,5.043180462296171,112.88511363150819
2022-02-17,1.195133837929685,114.23424182250372
2022-02-18,12.257858069393258,128.2369130517537
2022-02-21,-5.995434715927606,120.54855264801496
2022-02-22,-1.8786433757444376,118.28387524913724
2022-02-23,-0.3868666189053571,117.82627442025067
2022-02-24,1.9116545775950344,120.07870578881509
2022-02-25,-3.0163410037648664,116.45672254931688
2022-03-02,-3.885423312013225,111.93188590297916
2022-03-03,5.24053358757921,117.79771397893562
2022-03-04,-4.991656448745074,111.9176567926318
2022-03-07,-7.271644199031879,103.77940299477798
2022-03-08,6.088692313177901,110.09821152758295
2022-03-09,3.687188307925071,114.15773991026259
2022-03-10,-0.4019061980089167,113.69893287805635
2022-03-11,-0.799737766135733,112.78963957213722
2022-03-14,-2.007007105891989,110.52594349121446
2022-03-15,5.305401438521562,116.38978848713688
2022-03-16,-3.1084294092394327,112.77189407245115
2022-03-17,0.3953334446437972,113.21771908587782
2022-03-18,7.173482414846033,121.33937225499304
2022-03-21,0.7390856977836258,122.23617420111012
2022-03-22,-0.3748931475085482,121.77791916025355
2022-03-23,0.7357861553074718,122.67394422965621
2022-03-24,4.409452624386501,128.08319368292922
2022-03-25,2.1081758974448084,130.7834127008303
2022-03-28,-1.040203279134433,129.42299935335234
2022-03-29,2.434377177923275,132.57364331259413
2022-03-30,1.695796339743416,134.8218223033536
2022-03-31,4.345356363924724,140.68031093877167
2022-04-01,8.008504318281261,151.9466997152747
2022-04-04,-0.3022351651415178,151.48746335646314
2022-04-05,-2.981026957572164,146.97158123646471
2022-04-06,-0.3115341065581201,146.51371463396535
2022-04-07,1.8417803616359365,149.21217545719705
2022-04-08,3.6201780740685594,154.6139219169392
2022-04-11,1.4398322516289142,156.84010303020764
2022-04-12,4.025667500081775,163.1539640849895
2022-04-13,-0.5493903751677909,162.25761190960185
2022-04-14,-0.2829913623375701,161.79843688316245
2022-04-18,1.943031860036504,164.94223206084337
2022-04-19,-2.18931617474718,161.3311250953463
2022-04-20,-1.4016539691711905,159.06982097693884
2022-04-22,-2.2708721606547244,155.45754869637022
2022-04-25,2.0226929936148386,158.6019776418971
2022-04-26,-3.6991028544462456,152.73512735973748
2022-04-27,1.7651924002828778,155.43119622045393
2022-04-28,4.922099055970941,163.08167366230523
2022-04-29,-5.805128930294878,153.61457224452568
2022-05-02,-2.3490146361251463,150.00614345928074
2022-05-03,2.9983623564404205,154.50387119711183
2022-05-04,-0.0046180068126955,154.49673619781407
2022-05-05,-8.752162226823678,140.97493121063357
2022-05-06,-0.324017227744966,140.5181481467095
2022-05-09,-0.9662492918226296,139.16039253535965
2022-05-10,0.9648641481798448,140.5031012713997
2022-05-11,-0.832268467766395,139.33373826328395
2022-05-12,3.873905704539671,144.7313958982137
2022-05-13,2.173429703572216,147.87703104706017
2022-05-16,2.1275698584961145,151.02321818725636
