,GUEPARDO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE ACOES,Close
2022-01-04,-1.591827093603404,98.4081729063966
2022-01-05,-3.265533954096589,95.19462060653214
2022-01-06,0.5759020517163149,95.74284837972873
2022-01-07,0.1716815762540235,95.90722121097754
2022-01-10,-1.2436308142098729,94.7144894549454
2022-01-11,1.590773973171622,96.22118290201705
2022-01-12,2.394164800496368,98.52487659367837
2022-01-13,0.0263574989728621,98.55084528701457
2022-01-14,0.988455005946176,99.52497605065633
2022-01-17,-1.907756652072512,97.62628169957637
2022-01-18,0.3958741547457789,98.0127589170643
2022-01-19,1.2372497837340737,99.22542156479749
2022-01-20,1.9922482978396605,101.2022383369464
2022-01-21,0.1850127911371846,101.38947542278689
2022-01-24,-1.271852225580039,100.09995112311825
2022-01-25,2.511084366185301,102.61354534633
2022-01-26,1.8309100206330475,104.49230703060279
2022-01-27,1.2708075274560304,105.82020313396015
2022-01-28,0.0377402239397861,105.86013991559645
2022-01-31,1.2886226872266038,107.22427769527864
2022-02-01,-0.2773492685879231,106.9268919453421
2022-02-02,-1.5886292124446475,105.22822010393928
2022-02-03,-0.7858186863601402,104.40131708703835
2022-02-04,-0.7779918724585944,103.58908332536147
2022-02-07,-0.2424099896571108,103.33797303918656
2022-02-08,0.2171112134848218,103.56233136644256
2022-02-09,-0.4930128034211112,103.0517558132846
2022-02-10,0.4375889356031504,103.50269889466831
2022-02-11,0.1297069246488646,103.63694906233316
2022-02-14,0.1983038108055446,103.84246508172636
2022-02-15,1.312034519798111,105.20491406980791
2022-02-16,0.5782992334063541,105.81331328137942
2022-02-17,-1.4943294790885298,104.23211374821547
2022-02-18,-1.0476424192988445,103.14013391005734
2022-02-21,-0.9011801491010883,102.21065549750362
2022-02-22,1.6374050758865666,103.88425795871667
2022-02-23,-0.6273253406637425,103.23256568358116
2022-02-24,0.4484410985957421,103.69550293524118
2022-02-25,-1.4580099359712495,102.18361219929001
2022-03-02,0.337104503601271,102.52807775795627
2022-03-03,-1.0181287195048294,101.48420995274627
2022-03-04,-0.3228963489336545,101.15652114406468
2022-03-07,-3.02012842126389,98.10146429903097
2022-03-08,0.7839964483207895,98.87057629488605
2022-03-09,4.866944108345517,103.68255198275726
2022-03-10,0.2551307713011264,103.94707807733556
2022-03-11,-3.02703380983399,100.80056487960007
2022-03-14,-1.516622900808695,99.27180042849153
2022-03-15,-0.2023060373254059,99.07096758286306
2022-03-16,1.7136057226089465,100.76865335280706
2022-03-17,1.7974354653836233,102.57990486615991
2022-03-18,2.894381982437988,105.54895915020806
2022-03-21,0.2302800376320357,105.79201733305938
2022-03-22,1.8338878116603172,107.73212424463992
2022-03-23,0.3075727198967648,108.06347886938173
2022-03-24,1.5603203813947308,109.74961535502487
2022-03-25,-0.4992026369160629,109.20174238116735
2022-03-28,-0.3509574292430706,108.81849075341776
2022-03-29,0.907324351687433,109.80582741916226
2022-03-30,-0.4057320817561938,109.36030994968488
2022-03-31,-0.9381123664361724,108.33438735807395
2022-04-01,1.1117423896056966,109.53878666485329
2022-04-04,0.882675591176163,110.50565879761449
2022-04-05,-1.8848971129887149,108.4227408252491
2022-04-06,-1.0001760899411405,107.3383224954561
2022-04-07,0.0894148859036825,107.43429893404634
2022-04-08,-0.1882575252342144,107.23204578162037
2022-04-11,-1.0545682758712926,106.10121064523962
2022-04-12,0.1642111287566194,106.2754406408646
2022-04-13,0.6232423583448554,106.93779420345611
2022-04-14,-0.5348740075147962,106.36581173805216
2022-04-18,-0.7277403990045506,105.59174475530523
2022-04-19,0.1637346126528216,105.76463498957368
2022-04-20,0.1006893472202952,105.87112871013461
2022-04-22,-2.291936749754453,103.4446294038472
2022-04-25,0.4826913457896875,103.94394767766379
2022-04-26,-2.6063243272781533,101.23483128260756
2022-04-27,-0.5474208675059544,100.68065069098212
2022-04-28,-0.123279866018966,100.55653171970326
2022-04-29,-2.812894436354574,97.7279826335686
2022-05-02,-1.3158459276785384,96.4420329538824
2022-05-03,0.8312519897969883,97.24370927181222
2022-05-04,2.3240531208087,99.50370473193391
2022-05-05,-1.9420144501773209,97.57132840757798
2022-05-06,0.1795587649622954,97.74652627982393
2022-05-09,-1.4668334499440272,96.31274753619314
2022-05-10,0.8432432842389481,97.1248983116581
2022-05-11,0.8728672063160969,97.97266969818843
2022-05-12,2.7146846939724023,100.63231876676129
2022-05-13,1.4216520924441367,102.062960232184
2022-05-16,0.914093576955799,102.99591119611735
2022-05-17,1.1197704158925292,104.14922893927042
2022-05-18,-2.642640011079045,101.39693974409094
2022-05-19,0.0015322569398401,101.39849340573696
2022-05-20,1.2526082953977502,102.66861934554557
2022-05-23,1.3531942954009055,104.05792524569635
2022-05-24,0.016254076761113,104.07483890074181
2022-05-25,0.0992468366082022,104.17812988605588
2022-05-26,2.2800297705364736,106.55342226184611
2022-05-27,0.2126764570940409,106.78003630522505
2022-05-30,0.4054334470910747,107.21295828722243
2022-05-31,-0.0460025160454402,107.16363762888356
2022-06-01,0.0435390214128528,107.21029562801759
2022-06-02,0.798667240212092,108.0665491373331
2022-06-03,-0.7740094677800791,107.23010381550692
2022-06-06,-2.0387669362889493,105.04393191316805
2022-06-07,-1.3546215242844273,103.6209842015176
2022-06-08,-1.556145753039584,102.00849065660786
2022-06-09,-0.0727950457639847,101.93423352915123
2022-06-10,-2.12143343628014,99.77176661604793
2022-06-13,-1.9598792062285877,97.81636050845309
2022-06-14,-0.6166429968724518,97.2131827715822
2022-06-15,1.184234442922838,98.3644147650248
2022-06-17,-0.8381703488803405,97.53995340661469
2022-06-20,-0.1375573697120269,97.40578001229021
2022-06-21,0.1069877633399052,97.50999227768915
2022-06-22,0.4754903693544143,97.9736429001278
2022-06-23,-1.055610089578507,96.93942324054643
2022-06-24,-1.1909688978665731,95.78490485998029
2022-06-27,1.1184055415056404,96.8561685438602
2022-06-28,-1.1725682662901304,95.72046384757041
2022-06-29,-1.7350222320673958,94.05969251917703
2022-06-30,-1.962739771007671,92.21354552561561
2022-07-01,0.5031874355884591,92.67755250061116
2022-07-04,-0.7386972320000407,91.99294598560375
2022-07-05,-0.5200803729351833,91.51450872904776
2022-07-06,1.3862976394230175,92.78317220328812
2022-07-07,1.1226268040079423,93.82478096405107
2022-07-08,-0.5203660346454364,93.33654867183367
2022-07-11,-0.7314298708158251,92.65385727445933
2022-07-12,1.2975619762192636,93.85609849595318
2022-07-13,-0.8244841700739358,93.08226982120505
2022-07-14,-1.0606696596712428,92.0949744266782
2022-07-15,0.5368736226741833,92.58940805218357
2022-07-18,0.3288963999549921,92.89393128200685
2022-07-19,0.0735575412734501,92.96226177385014
2022-07-20,3.126807228922845,95.86901249516507
2022-07-21,0.1032648589858187,95.9680114957293
2022-07-22,-0.4993764005888801,95.4887698942052
2022-07-25,0.6895852880193232,96.14724640310627
2022-07-26,-1.2095617764227629,94.98428606153128
2022-07-27,3.1842519682537818,98.0088250599774
2022-07-28,-0.3691354008366732,97.64703979073694
2022-07-29,1.4097810404282596,99.02364924424619
2022-08-01,0.7161669510407975,99.73282389384804
2022-08-02,1.3431264279564648,101.07236180891358
2022-08-03,1.8517933500883157,102.94401308366825
2022-08-04,2.065461061113294,105.0702815886588
2022-08-05,0.9270651525138174,106.0443515549154
2022-08-08,1.7189634009778576,107.86721514694868
2022-08-09,-0.3073615479588398,107.53567280473293
2022-08-10,1.0558664631341808,108.6711059097838
2022-08-11,-0.7218956249969488,107.88661395058527
2022-08-12,1.561617767729695,109.57139048303955
2022-08-15,-0.0197050157162759,109.54979942332433
2022-08-16,0.0866080811838587,109.64467840254564
2022-08-17,-0.1114311595192263,109.52250006605055
2022-08-18,0.6434440652271611,110.22721609281398
2022-08-19,-1.3457773703020148,108.74380316272298
2022-08-22,-0.5792789100225626,108.11387324504489
2022-08-23,0.8110270515843121,108.99070600357777
2022-08-24,1.6271708991906886,110.76417105449046
2022-08-25,0.9649027687812506,111.83293760781284
2022-08-26,-0.7384774533018446,111.00707657821403
2022-08-29,-0.0092083757201266,110.99685462952678
2022-08-30,-1.1822929696516329,109.68454662070744
2022-08-31,-0.2840792494421817,109.37295558391327
2022-09-01,1.4035807477340567,110.9080933317168
2022-09-02,0.2798821197065759,111.21850525425975
2022-09-05,0.7063010736541919,112.00404275097273
2022-09-06,-1.7590171592088089,110.03387241997555
2022-09-08,0.1438310880515381,110.19213533590245
2022-09-09,1.6920095282239034,112.0565967651393
2022-09-12,0.9483009605727232,113.11923054864822
2022-09-13,-2.159001254971882,110.67698494148837
2022-09-14,0.3546974959635962,111.06955343568384
2022-09-15,-0.9574873815798468,110.00607647676009
2022-09-16,-0.8924454223842471,109.02433228289873
2022-09-19,1.4576498885233935,110.61352534088377
2022-09-20,0.5665262209451516,111.24017996585168
2022-09-21,0.1591223933501417,111.41718800258035
2022-09-22,2.587316745304346,114.29990356491834
2022-09-23,-2.340821275328142,111.62434710459118
2022-09-26,-2.3481008741985665,109.00329483440983
2022-09-27,-0.2419650982300791,108.73954490498973
2022-09-28,0.2620553436627704,109.02450269308783
2022-09-29,-0.2997920051313274,108.69765595037975
2022-09-30,1.463944003943074,110.28892876709202
2022-10-03,4.377741909192467,115.11709342292843
2022-10-04,-0.1819308067298242,114.90765996618018
2022-10-05,-0.37752032554621,114.47386019419832
2022-10-06,0.7312911157383084,115.31099736364119
2022-10-07,-1.4168279402876016,113.67723893476882
2022-10-10,-0.9420695450204964,112.60632028714419
2022-10-11,-0.2455091340341053,112.32986148533955
2022-10-13,0.2334914170172064,112.59214207065513
