,BRADESCO FUNDO DE INVESTIMENTO EM ACOES PETROBRAS,Close
2022-01-04,1.202030151428124,101.20203015142812
2022-01-05,-4.082479053389376,97.07047846889127
2022-01-06,-0.1016718345198453,96.97178513265476
2022-01-07,0.786276207023362,97.73425120667864
2022-01-10,-0.3775771164893249,97.36522903915002
2022-01-11,4.039928171954754,101.29871435679091
2022-01-12,3.2808779972732127,104.6222015876435
2022-01-13,2.3817328942821403,107.11402297757859
2022-01-14,2.1892123117071227,109.45897635616853
2022-01-17,-0.2925624472715715,109.13874049618252
2022-01-18,0.3473564831040887,109.51784098687416
2022-01-19,-0.8989373839817794,108.53334417211343
2022-01-20,0.6404544654304845,109.22845082134477
2022-01-21,0.3282004765949198,109.58693911751767
2022-01-24,0.1938475165075948,109.79937067741368
2022-01-25,3.298598544643472,113.42121112060653
2022-01-26,2.899967038082818,116.71038885729844
2022-01-27,0.3487891267725418,117.11746200344665
2022-01-28,-3.0378394464780523,113.559621543992
2022-01-31,-1.6499236298372577,111.68597451418391
2022-02-01,2.8685344488745823,114.88972516768456
2022-02-02,-1.768330186286038,112.85809547660332
2022-02-03,-1.0904416207352163,111.62744383115735
2022-02-04,1.7712391252528104,113.60463279081442
2022-02-07,-1.219429500503122,112.21930438462499
2022-02-08,-1.40846679758998,110.63873274188111
2022-02-09,0.099587881301999,110.74891551171814
2022-02-10,1.6904525598283149,112.62107338896807
2022-02-11,4.44512299208728,117.62721861611658
2022-02-14,-2.5561860268421888,114.62044809008829
2022-02-15,-2.034823016693843,112.28812483051355
2022-02-16,2.127994822869184,114.67761031360376
2022-02-17,-0.4682847967505399,114.14059249922833
2022-02-18,-0.5537313829407919,113.50856021788555
2022-02-21,2.6809240251334687,116.55163847934993
2022-02-22,-1.4615891756952992,114.84813234724024
2022-02-23,0.1218956347542876,114.98812720716835
2022-02-24,-1.6348158408401314,113.10828308850016
2022-02-25,1.8347677434921827,115.18355738182578
2022-03-02,3.0609851058680526,118.70930891769245
2022-03-03,-0.8352608668391492,117.71777651500777
2022-03-04,-0.6293166373607662,116.97695896226766
2022-03-07,-7.595362525387506,108.09213485790966
2022-03-08,1.6334015969634574,109.85771351487065
2022-03-09,-0.0100859246436102,109.84663334867035
2022-03-10,2.8349602472045765,112.96074173699772
2022-03-11,-2.446603967429428,110.19703974802262
2022-03-14,-1.3135436634262976,108.74955351512911
2022-03-15,-1.9036572844952195,106.67933471778233
2022-03-16,0.0121242978627478,106.6922688380815
2022-03-17,-2.636524154443587,103.8793013992416
2022-03-18,0.9545147868025072,104.8708446915245
2022-03-21,3.361955954212648,108.3965562988643
2022-03-22,-0.6311119476886229,107.71245268117914
2022-03-23,0.9893316601034874,108.77808607742804
2022-03-24,1.6621386811097594,110.58612872269184
2022-03-25,0.0474608720653968,110.63861386376699
2022-03-28,-2.5924225301037995,107.77039351096815
2022-03-29,1.2940221541265062,109.16496627858939
2022-03-30,1.783798838489048,111.11224967910383
2022-03-31,0.4385185382647982,111.59949749222976
2022-04-01,-0.1298772580954676,111.45455512483854
2022-04-04,-1.0186788954337445,110.31919109378224
2022-04-05,-0.1817496352586323,110.11868636634901
2022-04-06,0.2789981905007233,110.4259155087143
2022-04-07,5.000932770054889,115.94824130402272
2022-04-08,1.0380549176387976,117.15184772479482
2022-04-11,-1.2823310542430466,115.64957320080025
2022-04-12,0.0733524411778985,115.73440498595485
2022-04-13,2.418923700832698,118.53393193817782
2022-04-14,0.293370756287814,118.88167583076253
2022-04-18,-1.653956551301794,116.91542456506227
2022-04-19,1.6649371322378537,118.86199288195952
2022-04-20,1.0312093086516594,120.08770881700717
2022-04-22,-4.512292389552963,114.66900027126883
2022-04-25,-0.6891123572922764,113.878802020416
2022-04-26,-0.1452511545597112,113.71339174568259
2022-04-27,0.2500585833525637,113.99774184216399
2022-04-28,0.6513302795312592,114.74024365276388
2022-04-29,0.0237978120802173,114.76754932032875
2022-05-02,-1.5931710757194684,112.9391059202452
2022-05-03,0.6070375557919672,113.62468870835676
2022-05-04,4.393732116970539,118.61705314894363
2022-05-05,-0.5827300791748757,117.92583590121389
2022-05-06,3.4239836902970167,121.96359728911787
2022-05-09,-3.6000693064924483,117.57282325801829
2022-05-10,1.1172815774672662,118.88644275238828
2022-05-11,4.510990825390859,124.24939927758207
2022-05-12,0.3744097148248082,124.71460109908881
2022-05-13,0.2737230181105055,125.05597366924171
2022-05-16,2.44826762721213,128.1176785884807
2022-05-17,-0.0202462480374698,128.0917395654938
2022-05-18,-2.208269132962193,125.26312921879469
2022-05-19,0.8936844045182912,126.38258626923465
2022-05-20,1.4278109718858012,128.18709070253982
2022-05-23,3.691190920139431,132.91872095534288
2022-05-24,-2.417626856089683,129.7052422607556
2022-05-25,1.7847822686109849,132.02019842608448
2022-05-26,0.2727550736973283,132.38029021559692
2022-05-27,-3.803756373947764,127.3448664886706
2022-05-30,-1.928743027538227,124.8887112553425
2022-05-31,0.6371252373104985,125.68440875330212
2022-06-01,-0.088538419757933,125.57312976390985
2022-06-02,-0.8344704385172097,124.52525911730916
2022-06-03,2.2192915663199475,127.28883769083767
2022-06-06,-0.0504162175364863,127.22466347352778
2022-06-07,0.3655960283325266,127.68979179024642
2022-06-08,-0.3554866770280163,127.23587159250728
2022-06-09,-1.0822959191424286,125.85880294657628
2022-06-10,-1.1398763204958362,124.42416825452874
2022-06-13,-1.3455617680140477,122.74996421632633
2022-06-14,0.8059236533668024,123.739235212445
2022-06-15,-1.2058129405422946,122.24717150172526
2022-06-17,-6.3832968790587525,114.44377161851803
2022-06-20,0.7758622685667849,115.33169766123085
2022-06-21,-1.0536323545063842,114.11652557967064
2022-06-22,-0.4318978722053446,113.62365873385737
2022-06-23,-1.9785112107041705,111.37560190779575
2022-06-24,-0.6248469027721915,110.679674908831
2022-06-27,6.87047559830285,118.28389496572316
2022-06-28,1.3463580922806306,119.8764197574589
2022-06-29,-1.2615539085654826,118.36411409856032
2022-06-30,-1.536704640832243,116.54520726412777
2022-07-01,1.7678595217385462,118.60556280787658
2022-07-04,2.2190257163414278,121.23745074759485
2022-07-05,-4.001717336409105,116.38587066280789
2022-07-06,-1.409982758771933,114.7448499528157
2022-07-07,2.7760998669535075,117.93028157969182
2022-07-08,0.8604882787662804,118.94505782980114
2022-07-11,-0.0938303674335339,118.83345124499542
2022-07-12,-1.8184740445576608,116.67249577785309
2022-07-13,0.3708422956406831,117.10516673957696
2022-07-14,-2.975939629466396,113.62018767442119
2022-07-15,1.843256175538288,115.71449880038816
2022-07-18,3.0577554613424818,119.25276520702211
2022-07-19,1.1051399888172275,120.57067520309522
2022-07-20,0.7367710795494586,121.45900506840914
2022-07-21,-1.0524598394211937,120.18069781870358
2022-07-22,1.0693212880751757,121.46581560463628
2022-07-25,4.327886576030893,126.72271833265577
2022-07-26,1.4023587364633272,128.49982544427758
2022-07-27,0.6723290865349174,129.36376714688606
2022-07-28,2.1636476594467657,132.1627432669318
2022-07-29,6.351256958546547,140.55673869527882
2022-08-01,-1.256539086821773,138.7905883344107
2022-08-02,0.0744702615544046,138.89394604855624
2022-08-03,-0.5050496702116991,138.192462632094
2022-08-04,1.4922176824386568,140.25459499528753
2022-08-05,1.7373503311610472,142.69130866590675
2022-08-08,4.817892015374614,149.566021832755
2022-08-09,1.3328942689231793,151.5595787660202
2022-08-10,-0.3553217904021855,151.02105455722275
2022-08-11,-1.92020185010231,148.12114547357095
2022-08-12,6.725211650439511,158.082606005724
2022-08-15,-0.2713950648687846,157.65357761460848
2022-08-16,0.9398595608709924,159.13529983687454
2022-08-17,2.712728717798951,163.4522088157049
2022-08-18,1.142538484166189,165.319713204644
2022-08-19,-3.4895600878801503,159.5507824752568
2022-08-22,1.3502119875187455,161.70505626641767
2022-08-23,3.110126670732827,166.73428834928305
2022-08-24,0.5551791036381593,167.65996227679807
2022-08-25,-0.8638161992671756,166.21168836296584
2022-08-26,0.8367421309963818,167.60245158613918
2022-08-29,1.832861720244061,170.6743727634521
2022-08-30,-4.784955219054387,162.50768045631898
2022-08-31,2.4157604999342386,166.43347681014208
2022-09-01,1.6499351921702932,169.1795213155852
2022-09-02,-1.3273615452159326,166.93389740726172
2022-09-05,-0.2060530947117556,166.58992494553112
2022-09-06,-3.2478899936766448,161.17926744275178
2022-09-08,-0.91908511937826,159.69789278016256
2022-09-09,-0.1523234188343547,159.4546354900734
2022-09-12,-0.5509365300115254,158.57614165436186
2022-09-13,-2.625551416780103,154.41264352048054
2022-09-14,1.128417443155505,156.15506272440317
2022-09-15,-0.2143608757800508,155.82032736437225
2022-09-16,-0.5276730262084084,154.9981055275208
2022-09-19,1.1030443051880612,156.70780330369152
2022-09-20,-0.1909534135215884,156.40856440402843
2022-09-21,-0.1739629458542335,156.13647145782286
2022-09-22,2.063911101933802,159.35898942640858
2022-09-23,-6.997918684778382,148.20717692946394
2022-09-26,-0.8433151908619041,146.9573232924702
2022-09-27,0.6970317023608175,147.98166242475958
2022-09-28,-0.7428202730746847,146.88242463583552
2022-09-29,0.0883579039779647,147.01220686755576
2022-09-30,1.2708254066490454,148.8804753433041
2022-10-03,8.772066465517515,161.94036959459717
2022-10-04,-2.00535633776443,158.69288812953278
2022-10-05,3.537486462874795,164.30662756466003
2022-10-06,2.9673792200703764,169.18222828821217
2022-10-07,-0.4843853877479764,168.36273429571764
2022-10-10,-0.9249502503682394,166.8054627633226
2022-10-11,-0.9602634404365262,165.20369088775544
2022-10-13,3.0972557545673407,170.3204717105341
2022-10-14,-1.9275980439547369,167.03737762938735
2022-10-17,-0.6159992911827561,166.00842856718006
2022-10-18,2.248639794518037,169.74136015419572
2022-10-19,3.681791625437447,175.99088333725652
2022-10-20,2.686039976703092,180.71806881904814
2022-10-21,3.393682861818026,186.85106694876868
2022-10-24,-9.822780644244522,168.49709651096066
2022-10-25,-1.534967021667577,165.91072164705002
2022-10-26,-1.8558104599864955,162.83173312048498
2022-10-27,0.3254762363754215,163.36171171707042
2022-10-28,-1.4944804854997162,160.9203028146805
2022-10-31,-7.119082876316063,149.46425309248463
2022-11-01,0.3132655771946435,149.93247314763445
2022-11-03,0.2649597531044101,150.32973385830977
2022-11-04,-5.237877288565873,142.45564687058385
2022-11-07,-3.4422908029076105,137.5519092401352
2022-11-08,0.0399464449788222,137.6068563378771
2022-11-09,-1.847260498379788,135.06489923768527
2022-11-10,-1.340590374447459,133.2542321992477
2022-11-11,3.381065191842869,137.75964466079392
2022-11-14,2.746086668993941,141.54264389807742
2022-11-16,-1.1680556979389412,139.8893469810125
2022-11-17,-0.7183212591524213,138.8844920623584
2022-11-18,-1.829784193107076,136.3432055799243
2022-11-21,-0.3235627120564022,135.90204980624526
2022-11-22,0.3694721916454924,136.40417008815555
2022-11-23,0.1018127679576208,136.54304694933194
2022-11-24,3.360221563101917,141.13119585583976
2022-11-25,-1.956342479116191,138.3701863200273
2022-11-28,2.1700041828530026,141.37282515099338
2022-11-29,3.811598386851145,146.76138947389452
2022-11-30,3.16149908042902,151.40124945253655
2022-12-01,-3.376960734859136,146.28848870643824
2022-12-02,1.1554074397415848,147.97871678843796
2022-12-05,-1.1930596079132938,146.2132424901267
2022-12-06,-0.1391593655173939,146.00977306957503
2022-12-07,-1.320717923541348,144.0813958265231
2022-12-08,-1.923341790426192,141.3102181283622
2022-12-09,-0.1953493501172909,141.03416953559912
2022-12-12,-2.435366605860345,137.59947046787667
2022-12-13,-1.264859532908158,135.85903044843258
2022-12-14,-8.536809405101952,124.26100395943047
2022-12-15,2.2298688037191816,127.03186132191007
2022-12-16,0.2319216983952543,127.32647577219095
2022-12-19,1.9501306084513723,129.80950834888685
2022-12-20,2.163577272433459,132.618037368981
2022-12-21,2.434763502664583,135.84697294079103
2022-12-22,1.1240183536905368,137.37391784957853
2022-12-23,4.784829389302492,143.94702544408142
2022-12-26,-0.3105270233164203,143.50003103081738
