,ALASKA BLACK FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES II - BDR NIVEL I,Close
2022-01-04,-0.7046109921527322,99.29538900784726
2022-01-05,-4.501382049154545,94.82572419140985
2022-01-06,-0.0922123305180599,94.73828318120232
2022-01-07,2.2396134017019342,96.86005446787085
2022-01-10,-1.90014813134185,95.0195699528829
2022-01-11,4.642919626629349,99.43125221536411
2022-01-12,4.463349098794667,103.86921611503882
2022-01-13,-0.0370327938126857,103.83075044240009
2022-01-14,2.1926841991365853,106.10743090119553
2022-01-17,-1.213253133589154,104.82007917081583
2022-01-18,0.3138772017399871,105.14908550217882
2022-01-19,3.388359221910253,108.7119142375462
2022-01-20,3.133345563178902,112.1182341789552
2022-01-21,-1.995158593110557,109.88129759528996
2022-01-24,-1.959667207660798,107.7279898389629
2022-01-25,3.980828509525902,112.0164563712115
2022-01-26,2.044990361839249,114.30718210767665
2022-01-27,1.160310485083893,115.63350032687596
2022-01-28,-0.0608159066693092,115.56317676523871
2022-01-31,1.6282229713415086,117.44480295574232
2022-02-01,2.8514781991497484,120.7937159080597
2022-02-02,-1.776208991360706,118.64816706510203
2022-02-03,-0.17866250898384,118.43618727296018
2022-02-04,0.6362867818879625,119.18978107755011
2022-02-07,0.4028810311586861,119.66997409659112
2022-02-08,0.6800339020676338,120.4837704910435
2022-02-09,1.606053759050008,122.41880461606009
2022-02-10,0.0869491627051965,122.52524674166746
2022-02-11,-0.6873326660820411,121.68309069661436
2022-02-14,0.6611048456962365,122.48754350560262
2022-02-15,1.494661913021278,124.31831816657623
2022-02-16,1.377229458354523,126.03046666649722
2022-02-17,-2.61777188895268,122.73127653858577
2022-02-18,-0.5523719837806862,122.05334335165023
2022-02-21,-1.5323764702366516,120.1830266369924
2022-02-22,2.9904940080655478,123.77709284728347
2022-02-23,-0.9451117512425222,122.60726099743742
2022-02-24,-2.7386941995408254,119.24942305228473
2022-02-25,1.5189006016969042,121.06070325654596
2022-03-02,4.022661080903145,125.93056505071468
2022-03-03,1.2016481081865704,127.44380730327525
2022-03-04,-1.4941782638330348,125.53956963594845
2022-03-07,-3.20735709624006,121.51306734064063
2022-03-08,1.3455223125432347,123.14805277436464
2022-03-09,4.694534355378166,128.92928041983643
2022-03-10,1.1084468977006878,130.35839302887794
2022-03-11,-4.173552114884583,124.91781755969166
2022-03-14,-4.776441761667927,118.95119075400639
2022-03-15,-3.0243159212851256,115.35373095347474
2022-03-16,3.2662725083622224,119.12149815497821
2022-03-17,4.137750704101539,124.05044878362213
2022-03-18,3.189325890428041,128.00682186387036
2022-03-21,0.4521003260737677,128.58554112291358
2022-03-22,1.3491271150704476,130.32032352426288
2022-03-23,1.6992320498066429,132.53476822899884
2022-03-24,3.033436438776649,136.55512618250546
2022-03-25,2.8611660050383847,140.46219503097657
2022-03-28,-1.2885671317410363,138.65224535328542
2022-03-29,1.3565871204038515,140.53318385589884
2022-03-30,-0.1951304407582843,140.25896083482917
2022-03-31,-0.4916683591742909,139.56935190349765
2022-04-01,4.087583563118158,145.27436579105554
2022-04-04,0.310753155126009,145.72581046634056
2022-04-05,-3.14086348932453,141.148761690881
2022-04-06,-2.214645786631564,138.02281658721128
2022-04-07,0.2135076054502471,138.3175057978816
2022-04-08,-0.3655088481945068,137.8119430755884
2022-04-11,-1.7801825217684253,135.35863895204733
2022-04-12,0.2360659619588645,135.6781746251839
2022-04-13,0.4736699618307138,136.32084138314363
2022-04-14,-1.303641459009408,134.54370637760252
2022-04-18,0.3926781197784779,135.07203007408637
2022-04-19,0.567836855854309,135.83901884279766
2022-04-20,-0.401793585169552,135.29322637893003
2022-04-22,-7.893568899056969,124.61376233895207
2022-04-25,-0.8430612359847434,123.56319201397021
2022-04-26,-4.621165357287782,117.85313259026164
2022-04-27,2.719073625528101,121.0576460353821
2022-04-28,0.3367707940729492,121.46533283122149
2022-04-29,-2.096465138186987,118.91885447343213
2022-05-02,-3.980701177315682,114.1850502333579
2022-05-03,2.664995446083207,117.22807662218472
2022-05-04,4.060859166782382,121.98854371773938
2022-05-05,-4.902846691064388,116.00763243859656
2022-05-06,-1.8345986185676624,113.87935801644501
2022-05-09,-3.543132524426551,109.84446144395619
2022-05-10,0.6029259954120958,110.50674225652222
2022-05-11,1.6261750807692987,112.30377536166773
2022-05-12,1.315599166437087,113.78124289420322
2022-05-13,3.394340197659451,117.6433653591577
2022-05-16,1.5005286392875572,119.40863774859356
2022-05-17,4.23369956495534,124.46404072547486
2022-05-18,-3.992756951969445,119.49449408670638
2022-05-19,2.765616047924424,122.79925299155444
2022-05-20,2.9306897135872534,126.39811806733991
2022-05-23,3.597251170848525,130.9449758494478
2022-05-24,-0.9462707309971008,129.70588186927324
2022-05-25,0.8446102966512159,130.80139110290338
2022-05-26,3.109780761242109,134.8690275988585
2022-05-27,-0.5641302273674431,134.1081906468168
2022-05-30,-0.6981970169126384,133.17185126028522
2022-05-31,0.3538234792584083,133.64304453780719
