,TARPON GT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES,Close
2022-01-04,-0.9779004015910032,99.022099598409
2022-01-05,-1.994592122188532,97.04701260059345
2022-01-06,-0.6241678714829835,96.4412763277065
2022-01-07,0.4085722519936219,96.83530862225001
2022-01-10,-0.9561729889371872,95.9093955574501
2022-01-11,0.972496907176046,96.84211146293754
2022-01-12,1.5836769235904935,98.37577763449386
2022-01-13,-1.1212250486455466,97.27276377385607
2022-01-14,0.5804664688864314,97.83739955092241
2022-01-17,0.7618052979477818,98.58273004407567
2022-01-18,-1.0971142026414804,97.50116491141041
2022-01-19,0.4263276298555496,97.91683931685878
2022-01-20,2.65575542303631,100.51727108708201
2022-01-21,-1.475419142224299,99.03422002822171
2022-01-24,-1.367414794637778,97.68001145180168
2022-01-25,0.7792695059829269,98.44120199448619
2022-01-26,-0.3507819053776839,98.09588807045324
2022-01-27,1.7119588384468143,99.77524929642826
2022-01-28,1.112753838788616,100.88550221313517
2022-01-31,2.0298738520004638,102.93335064301895
2022-02-01,0.1884862180240754,103.12736582273143
2022-02-02,0.0252807531456955,103.15343719751074
2022-02-03,1.6661108732101582,104.87208783074848
2022-02-04,-0.4533029131912669,104.3966996014872
2022-02-07,0.4501761969630591,104.86666869350812
2022-02-08,0.7773200857042806,105.68181837247172
2022-02-09,0.6332694266564687,106.3510690177592
2022-02-10,0.158059014544043,106.51916646940573
2022-02-11,-0.5776925799370836,105.90381314850114
2022-02-14,1.4850113133042298,107.47649675497696
2022-02-15,0.400191587302201,107.9066086533175
2022-02-16,0.3612497074589216,108.29642096140645
2022-02-17,1.3695207999338654,109.77956297205685
2022-02-18,-1.0775032534103612,108.59668460945326
2022-02-21,-2.043297619787165,106.37773113766053
2022-02-22,1.860331553445449,108.35670963585379
2022-02-23,0.4627834830390531,108.85816659081311
2022-02-24,-0.5836237329491567,108.22284449533579
2022-02-25,0.3646474751025419,108.61747636527218
2022-03-02,-0.3599471784368924,108.22651082380602
2022-03-03,0.7632968071051183,109.0526003253654
2022-03-04,-0.3271073783109646,108.69588122346117
2022-03-07,-1.2146453162935722,107.37561179317638
2022-03-08,-1.0313179531217354,106.26822783147905
2022-03-09,2.494486348237568,108.91907426724929
2022-03-10,0.7665473159315317,109.75399050758236
2022-03-11,-2.027468312508174,107.5287631283279
2022-03-14,-2.158584669578289,105.20766373205265
2022-03-15,0.7448756139633694,105.99132996321329
2022-03-16,0.847627052561295,106.889741149351
2022-03-17,0.9757377951238544,107.93270475285527
2022-03-18,1.7812549067193872,109.85526135222045
2022-03-21,-1.1136114232526697,108.63190061275805
2022-03-22,1.5413962692461425,110.30634867601428
2022-03-23,1.3820171596790942,111.83080134293225
2022-03-24,1.183125429834031,113.15389999200765
2022-03-25,0.4561155696610974,113.67001254754994
2022-03-28,0.3165193818248646,114.0298001685857
2022-03-29,2.0989737028140443,116.42325568749571
2022-03-30,0.1782266232548846,116.63075292479094
2022-03-31,0.222628445541817,116.89040615705112
2022-04-01,0.3167751409814512,117.2606859059489
2022-04-04,-0.8097927025836227,116.31111742848303
2022-04-05,-1.1130164435586345,115.01655556581721
2022-04-06,-2.214684747240192,112.46930145290003
2022-04-07,-1.256298535828071,111.05635126549119
2022-04-08,-2.635080430063108,108.12992708695208
2022-04-11,-1.143574339922715,106.89338098700856
2022-04-12,-0.3006410157545103,106.57201564063487
2022-04-13,1.526931025520728,108.19929681197453
2022-04-14,1.153268619867287,109.4471253490241
2022-04-18,-0.4035350184944941,109.00546787150523
2022-04-19,-0.6120537001944704,108.33829587198339
2022-04-20,1.4001562625532538,109.85520130637843
2022-04-22,-1.0823655260040366,108.66616647891586
2022-04-25,0.5413138070117451,109.25439144161659
2022-04-26,-0.5119306429782533,108.69508473302754
2022-04-27,1.084444481994895,109.87382258161453
2022-04-28,0.9799917539856872,110.95057698270323
2022-04-29,-1.1993952501651028,109.61984103234191
2022-05-02,-0.6428425580556896,108.91515804211302
2022-05-03,0.2169779622815948,109.15147993264857
2022-05-04,1.6876914601670734,110.99362013811786
2022-05-05,-2.196361778153766,108.55579868921507
2022-05-06,-0.7491582325883428,107.74254398638278
2022-05-09,-1.9994477236088717,105.58828814328876
2022-05-10,0.59642384371692,106.21804186994787
2022-05-11,0.2266317250180671,106.45876565051815
2022-05-12,0.7232843779573672,107.22876527143458
2022-05-13,1.136964612341651,108.44791838682168
2022-05-16,-0.0708853524913344,108.37104469760366
2022-05-17,0.2661440965396666,108.6594678354247
2022-05-18,-1.2363488105731069,107.31605779726637
2022-05-19,0.7493243899337809,108.12020319265672
2022-05-20,0.5438209944440997,108.70818355685401
2022-05-23,1.346494628898598,110.17193340962028
2022-05-24,0.0600835808102218,110.23812865226063
2022-05-25,0.2660036097228868,110.5313660537666
2022-05-26,0.540731367953251,111.12904382144656
2022-05-27,0.2858114625514663,111.44666336691209
2022-05-30,-0.7350261814079495,110.6275012128597
2022-05-31,-0.8127672493396187,109.72835711423879
2022-06-01,0.3488021292239907,110.11109196021576
2022-06-02,1.2484376365556882,111.48576027426954
2022-06-03,-0.8137353770452105,110.57856120254999
2022-06-06,-0.3831938641324139,110.15483094097591
2022-06-07,-1.6561919717223097,108.33045547446719
2022-06-08,-0.3073219682065198,107.99753218653596
2022-06-09,-0.5908542843724107,107.35942414059534
2022-06-10,-1.1024540471011646,106.17583582421284
2022-06-13,-2.4715132755413927,103.55168594640038
2022-06-14,-1.096251540688753,102.41649899380378
2022-06-15,1.5693295188914824,104.02375134472875
2022-06-17,-2.1393653922857414,101.79830320870225
2022-06-20,-1.1990371895052143,100.57770369494463
2022-06-21,-1.314915122811855,99.2551922588829
2022-06-22,-0.3652133533614488,98.89269904284888
2022-06-23,-0.0534078852514996,98.83988254362195
2022-06-24,0.3424771564042528,99.17838656275066
2022-06-27,0.2689056210316343,99.44508281906639
2022-06-28,-0.3421182135069478,99.10486307830529
2022-06-29,-0.7799838363184985,98.33186116528893
2022-06-30,-0.3040014432770244,98.03293088814529
2022-07-01,1.2275979446648044,99.23638113282283
2022-07-04,-3.048844951063568,96.21081773703656
2022-07-05,-1.3744056172711128,94.88849085363626
2022-07-06,0.2418885008558025,95.11801520164681
2022-07-07,0.9855937232916778,96.05549238919387
2022-07-08,-0.5311612139682564,95.54528286973624
2022-07-11,-1.891646460013152,93.73790390862132
2022-07-12,-0.0997643214507237,93.64438692484475
2022-07-13,0.0021895481044253,93.64643731374356
2022-07-14,-0.7062590153046555,92.98505090770362
2022-07-15,1.9124180624481069,94.76331381663911
2022-07-18,0.6926451121477273,95.41968727789927
2022-07-19,1.7749689243685252,97.11335707481162
2022-07-20,3.224599609568401,100.24487400788476
2022-07-21,1.5667965400939066,101.8155072254618
2022-07-22,0.4003432249306771,102.22311871056775
2022-07-25,0.0928886440237697,102.3180723794168
2022-07-26,-0.4617812945793775,101.84558666019447
2022-07-27,2.804921621035405,104.70227554049661
2022-07-28,2.631728712041625,107.4577553880568
2022-07-29,0.0583873387935529,107.52049711175516
2022-08-01,0.8175789447369297,108.39956205741736
2022-08-02,0.0612191142412399,108.46592330915028
2022-08-03,1.0825666080594765,109.64013917601855
2022-08-04,3.1467045924333137,113.0901904706206
2022-08-05,1.7088017218444662,115.02267759261974
2022-08-08,1.3714299804838737,116.60013307748024
2022-08-09,-1.0620259177999358,115.36180944400819
2022-08-10,2.8818931215962795,118.68641349532406
2022-08-11,-1.9793491451021492,116.33719498445197
2022-08-12,1.0523509318661306,117.56147053997776
2022-08-15,0.6480733853331255,118.3233551419536
2022-08-16,-0.1732764653744167,118.1183286144512
2022-08-17,0.4643194370124837,118.66677497288238
2022-08-18,-0.8668582198714025,117.63810227977365
2022-08-19,-1.5653296294438457,115.7966782092729
2022-08-22,-0.6128940462234334,115.08696726280375
2022-08-23,0.4934317212097916,115.65484286625676
2022-08-24,0.3082807469392268,116.01138447971624
2022-08-25,1.0694075593752128,117.25201899507817
2022-08-26,0.2302571157390298,117.52200011216202
2022-08-29,1.495931528696226,119.28004876499426
2022-08-30,-0.1799566717262779,119.06539635920329
2022-08-31,-0.4475430258179425,118.53252748163519
2022-09-01,1.0003605263199988,119.71828009741087
2022-09-02,0.0143453395960557,119.7354540912494
2022-09-05,0.8141658085021986,120.7102992191152
2022-09-06,-1.7074494543775076,118.64923187372096
2022-09-08,0.7889252489027054,119.58528562160187
2022-09-09,1.3109647947831649,121.15300661584196
2022-09-12,0.4638477565262144,121.7149721189936
2022-09-13,-1.444903689410881,119.95630799628084
2022-09-14,0.773691278207167,120.88439948890739
2022-09-15,0.1200180645806847,121.02948260555397
2022-09-16,-1.204275200161753,119.5719545616512
2022-09-19,1.4019511485378722,121.24829495195745
2022-09-20,0.5520610051028774,121.91765950773933
2022-09-21,0.1842101426371867,122.14224420221845
2022-09-22,1.884588383553254,124.44412274786471
2022-09-23,-0.696430836753692,123.57745550252096
2022-09-26,-2.4117118184119213,120.59712340327393
2022-09-27,-0.0647810274161386,120.51899934769898
2022-09-28,0.4789282101589132,121.09619883417635
2022-09-29,-0.4846928137080097,120.50925426075354
2022-09-30,1.9479144153800252,122.85667139636573
2022-10-03,3.459540293101626,127.10694744608647
2022-10-04,-0.1509914629494679,126.91502680662721
2022-10-05,0.6076288208681557,127.68619908751683
2022-10-06,0.3508977068454433,128.13424703207303
2022-10-07,-0.1926021335868055,127.88745773843388
2022-10-10,0.4047174013754873,128.40504053407804
2022-10-11,0.040610774662797,128.45718681574502
2022-10-13,-0.021481551317215,128.42959221923854
2022-10-14,-1.18986060565619,126.90145909541694
2022-10-17,0.8895703265338728,128.0303368194683
2022-10-18,1.4911503958772387,129.93946169379475
2022-10-19,1.02067046267047,131.26571539865634
2022-10-20,-0.3933154033137098,130.74942712072348
2022-10-21,1.8006530903712958,133.10377072081556
2022-10-24,-0.0479932524046655,133.0398898921734
2022-10-25,-0.9824992036886138,131.73277403339458
2022-10-26,-2.175803847247848,128.86652726788967
2022-10-27,2.52715499670646,132.12318415082223
2022-10-28,0.2271487660942872,132.4233003333453
2022-10-31,3.207195548523467,136.67037452684423
2022-11-01,0.3643718884073221,137.16836295140104
2022-11-03,0.4047945679300113,137.72361303354683
2022-11-04,1.683382991404314,140.04202891050105
2022-11-07,-2.457178961391182,136.60094563900685
2022-11-08,0.3005755564331025,137.0115346914542
2022-11-09,-1.3852420093887652,135.1135933551999
2022-11-10,-4.064492188653168,129.62191190746918
2022-11-11,-1.443129871619819,127.75129937656777
2022-11-14,0.1737751985892099,127.9732994507597
2022-11-16,-3.3268031356044614,123.71587971189534
2022-11-17,-1.3077130274229964,122.09803103591192
2022-11-18,-1.099660550524273,120.75536715564311
2022-11-21,1.4386274091125584,122.4925869655187
2022-11-22,-1.3211129790446807,120.87432150074963
2022-11-23,0.167012316030557,121.07619650457426
2022-11-24,3.8036354159509456,125.6814935951086
2022-11-25,-3.470326177463257,121.31993582265075
2022-11-28,-1.0544602368150136,120.0406653400714
2022-11-29,2.482178035296667,123.02028836856663
2022-11-30,-0.3031427328401448,122.64736130445833
2022-12-01,-1.1480103099752337,121.23935695177057
2022-12-02,3.14462952625616,125.05188556791906
2022-12-05,-2.8396847361907174,121.50080626112818
2022-12-06,0.347690880591367,121.9232534843431
2022-12-07,-0.2990819558939317,121.55860303313261
2022-12-08,-2.518905121869497,118.49665715525802
2022-12-09,-1.7378381365388162,116.4373770566903
2022-12-12,-2.38599157446987,113.65919105058396
2022-12-13,-1.587107594664261,111.85529739738618
2022-12-14,0.5758350733511275,112.49939943120154
2022-12-15,0.3289234594313184,112.86943634765011
2022-12-16,-1.0854833087527438,111.64425745541307
2022-12-19,1.171616943884346,112.95230049263455
2022-12-20,2.4037298054371714,115.66736860550296
2022-12-21,0.6828809101522282,116.45723898498535
2022-12-22,0.4130126156899116,116.9382220738775
2022-12-23,2.3646071562754223,119.70335164145764
2022-12-26,-0.7247015064728579,118.8358596488135
2022-12-27,-1.8397481980295785,116.64957906231149
2022-12-28,1.289097026488495,118.15330531741509
2022-12-29,-1.1187203022718697,116.8315003030239
2022-12-30,-0.0041471432108974,116.8266551333909
2023-01-02,-3.439955715411158,112.80786993300613
2023-01-03,-1.696104681131516,110.89453037038766
2023-01-04,-0.6040935762805955,110.22462363597361
2023-01-05,0.3730444688512468,110.63581049775972
2023-01-06,1.6851371232012635,112.50017561201207
2023-01-09,0.8209203531296172,113.42371245091763
2023-01-10,1.470947923309618,115.09211619375507
2023-01-11,0.2226286027738666,115.34834416394011
2023-01-12,0.5984735974440492,116.03867354885018
2023-01-13,-0.9432920659558252,114.9440899478235
2023-01-16,-1.540588523757369,113.17327448934998
2023-01-17,0.2464149333856857,113.45215033829331
2023-01-18,1.468374997879085,115.11805334841699
2023-01-19,0.2557953046004702,115.4125199236297
