,ITAU UNIBANCO ACOES HOLDING FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,Close
2022-01-04,2.767645650402195,102.7676456504022
2022-01-05,-1.8688043978798088,100.84711936888995
2022-01-06,1.9874323194129409,102.85138761242422
2022-01-07,2.1726544476830645,105.0859928598893
2022-01-10,0.9037474141319056,106.03570480297539
2022-01-11,2.1978915063186832,108.36625455250514
2022-01-12,-0.4060070965894669,107.92627986871376
2022-01-13,1.8078826870935092,109.87746039728432
2022-01-14,-0.7347869984179578,109.07009510409324
2022-01-17,-0.0040307005887529,109.06569881512773
2022-01-18,0.5843882429512615,109.70306593609597
2022-01-19,-0.6534687670293637,108.98619066372996
2022-01-20,-0.7855987952678944,108.12999646286733
2022-01-21,0.040660330784159,108.17396247710603
2022-01-24,-0.1326582672679488,108.03046077284883
2022-01-25,3.5479851362281822,111.86336546366832
2022-01-26,1.0628664452715375,113.05232363973312
2022-01-27,0.3695574333810292,113.47011690535373
2022-01-28,1.316560680205181,114.96401984831247
2022-01-31,2.135138928168545,117.4186613894812
2022-02-01,0.694202799063004,118.2337850234693
2022-02-02,-1.5472636945645823,116.40439659309162
2022-02-03,1.130542019510794,117.7203972091345
2022-02-04,0.3124511011323827,118.08821588647186
2022-02-07,-0.5414412491594134,117.44883757526608
2022-02-08,1.0845919273088311,118.72267818632548
2022-02-09,-3.901248720884931,114.09101122218112
2022-02-10,1.877264925240385,116.2328017587072
2022-02-11,5.783740700714923,122.95540562160684
2022-02-14,-0.2206196942652671,122.68414178164184
2022-02-15,0.9311180452646228,123.82647596444875
2022-02-16,-1.0224943525808603,122.56035724071236
2022-02-17,-1.381362197665581,120.86735479646528
2022-02-18,0.3708039133556662,121.31553567802005
2022-02-21,-2.4023021118955823,118.40117000236954
2022-02-22,0.9042254691942198,119.47178353735491
2022-02-23,-1.375844958112471,117.82803702718917
2022-02-24,-1.6584682219641822,115.87389647652904
2022-02-25,2.009649668587854,118.20255585304943
2022-03-02,-1.6081811211214323,116.30164466513767
2022-03-03,0.0785424462081962,116.39299082183804
2022-03-04,-1.487277660461639,114.66190387100168
2022-03-07,-2.1218292823620866,112.2289740189529
2022-03-08,-0.931129565399591,111.1839768609178
2022-03-09,4.880420338776537,116.61022228109863
2022-03-10,0.0781050599738764,116.70130076514695
2022-03-11,-1.1023391606448385,115.41485662583082
2022-03-14,1.3670007693679986,116.9925786038709
2022-03-15,-0.3611054701333382,116.57011200288227
2022-03-16,1.9494662476554625,118.84260699123263
2022-03-17,2.1809100287368377,121.43445732551673
2022-03-18,0.7340378896540711,122.32583225338183
2022-03-21,2.451689167842841,125.3248814322116
2022-03-22,1.3657644421755544,127.03652410001142
2022-03-23,-0.4344750880781012,126.48458205003654
2022-03-24,0.6647058578918674,127.32533247625318
2022-03-25,0.1807366108930841,127.55545596697911
2022-03-28,-0.072297148186895,127.46323700995819
2022-03-29,1.161267500150509,128.94342615599464
2022-03-30,0.2162150766476855,129.22222128368998
2022-03-31,-1.2493097739951553,127.60783544301918
2022-04-01,0.2905259794143244,127.97856935674943
2022-04-04,-0.9007745739755268,126.8257709438462
2022-04-05,-2.0126457503910844,124.27321745454414
2022-04-06,-0.0414622440809253,124.22169098979592
2022-04-07,-0.0704677638864725,124.13415474189344
2022-04-08,-0.1887121829103555,123.89989846874269
2022-04-11,-0.3808935119050893,123.42797179421825
2022-04-12,-1.7583047324062462,121.25773192504747
2022-04-13,0.2692914300223004,121.58426860536103
2022-04-14,0.6382427727783524,122.36027141257017
2022-04-18,0.5615206592621602,123.04734961528101
2022-04-19,-1.778572559300684,120.85886322007684
2022-04-20,0.6419391248576156,121.63470354894467
2022-04-22,-1.9518648137338837,119.2605585690833
2022-04-25,-0.3904130353750035,118.79494980236856
2022-04-26,-3.389778007843225,114.76806471953948
2022-04-27,-0.7947544009739627,113.8559404742683
2022-04-28,-0.8064755372697241,112.93772016661494
2022-04-29,-1.769915568696756,110.93881787445484
2022-05-02,-0.4337210685900095,110.45765284808863
2022-05-03,0.49935654163622,111.00923036332338
2022-05-04,-0.1132628318905371,110.883498165354
2022-05-05,-2.308062001412947,108.32423827836205
2022-05-06,2.1250345812265703,110.62616580162751
2022-05-09,-1.4306350811534865,109.04350906473441
2022-05-10,-0.5098641899631273,108.48753526053413
2022-05-11,3.320165468920844,112.08950094433771
2022-05-12,1.5704644473789386,113.84982670591302
2022-05-13,1.1794000979028496,115.19257167354478
2022-05-16,1.047736063445459,116.39948578937876
2022-05-17,0.8726690633962253,117.41526809181495
2022-05-18,-1.430768477598665,115.7353274480693
2022-05-19,-0.3131396055956248,115.37291430016361
2022-05-20,1.2460906228915825,116.8105653666147
2022-05-23,2.5742732315777284,119.81758848250206
2022-05-24,1.49818735566023,121.61268044300391
2022-05-25,-1.7797965971215413,119.44822209481103
2022-05-26,1.2398132462669853,120.92915697477291
2022-05-27,0.5319347853134593,121.57242122630804
2022-05-30,-0.9163077735083514,120.45844368016905
2022-05-31,0.9174918679411892,121.56364010518313
2022-06-01,-1.372240366972144,119.89549476409907
2022-06-02,0.4283845918349183,120.40910858997272
2022-06-03,-0.9276577578399836,119.29212415299186
2022-06-06,-0.3549871195187348,118.86865247764844
2022-06-07,-0.0031587031102842,118.86489776982548
2022-06-08,-1.9116216371355963,116.59265066509839
2022-06-09,-1.7077791623507088,114.60150567220748
2022-06-10,-2.1839461027881257,112.09867055534279
2022-06-13,-1.2148613865646252,110.73682709191364
2022-06-14,-0.6695464535520723,109.99539259334364
2022-06-15,0.4237652404747605,110.46151483327797
2022-06-17,-1.2751242985034827,109.05299321714382
2022-06-20,4.306848158837062,113.74974004767309
2022-06-21,-1.0555137249554702,112.54909592936873
2022-06-22,-0.7392991409940652,111.71702142996632
2022-06-23,-2.279613916260504,109.17030466261708
2022-06-24,-0.1647998292040542,108.99039218699154
2022-06-27,0.6057314461453522,109.6505812657453
2022-06-28,-1.0950289132861668,108.44987569729905
2022-06-29,-1.0279147160886626,107.33510346542666
2022-06-30,-1.77043743495916,105.4348026128226
2022-07-01,0.8663876089300748,106.34827667815998
2022-07-04,-0.95755027118114,105.32993846643178
2022-07-05,0.6968817036094865,106.06396353602747
2022-07-06,-0.9107116417307992,105.09802667242376
2022-07-07,1.4183368133337426,106.58867067480605
2022-07-08,0.0381917842978918,106.62937878999617
2022-07-11,-1.61712911159132,104.90504406407416
2022-07-12,-0.2195035979482118,104.67477371792437
2022-07-13,-0.4018052405316163,104.25418499161114
2022-07-14,-1.1202023821627385,103.08632712783077
2022-07-15,1.791531096012644,104.93315073406318
2022-07-18,1.317324903639716,106.3154612608568
2022-07-19,3.3477918432271325,109.87468160103705
2022-07-20,-1.2593219380616194,108.49100563125984
2022-07-21,0.8103518285642375,109.37016447922048
2022-07-22,-1.0549031660550878,108.21641515140952
2022-07-25,1.4573826562663372,109.79354241705934
2022-07-26,-0.5498082067373344,109.18988851038272
2022-07-27,0.3493170960514824,109.57130745810903
2022-07-28,0.6377378357735664,110.27008514292118
2022-07-29,-0.3311540228053244,109.90492132001954
