,RPS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES SELECTION,Close
2022-01-04,-0.6729199369312377,99.32708006306876
2022-01-05,-2.8503527831610143,96.49590787205851
2022-01-06,0.7341004441803634,97.20428476036317
2022-01-07,1.573340720274219,98.73363935434926
2022-01-10,-0.6674155888605648,98.07467565384897
2022-01-11,2.4326964694596054,100.46053482591411
2022-01-12,2.1255432753225056,102.59586696825934
2022-01-13,-0.3380129375462171,102.24907966451892
2022-01-14,1.4993048864465397,103.78210511227566
2022-01-17,-0.2598573136089577,103.51241972192408
2022-01-18,0.1790168743432074,103.69772442026729
2022-01-19,1.84373043120778,105.60963092187374
2022-01-20,1.9212359850427685,107.63864115481564
2022-01-21,-0.0262629384596868,107.61037208473032
2022-01-24,-1.1199605673037571,106.40517835105248
2022-01-25,2.567120095145792,109.13672706677808
2022-01-26,1.5453752941252397,110.82329908368496
2022-01-27,0.8273363002721634,111.74018046616347
2022-01-28,0.0109568208024102,111.75242363750144
2022-01-31,0.5265142281662305,112.34081604827348
2022-02-01,0.6311518493242074,113.04985718630806
2022-02-02,-1.0043219968356332,111.9144726031947
2022-02-03,-0.0210298241141937,111.89093718644791
2022-02-04,0.6549237324178669,112.62373748850673
2022-02-07,-0.4535527356018809,112.11292944619053
2022-02-08,0.1139313080527726,112.24066117320486
2022-02-09,0.0595546199029239,112.30750567234308
2022-02-10,0.6501473566483007,113.03766995178947
2022-02-11,-0.0033711733625541,113.0338592559704
2022-02-14,0.5136604240534526,113.6144694567486
2022-02-15,0.1291281767934693,113.76117774973167
2022-02-16,0.4838243847416157,114.31158206805412
2022-02-17,-1.3102594088534758,112.81380380859818
2022-02-18,-0.8930636108637313,111.80630477875239
2022-02-21,-0.752177716963387,110.96532266804644
2022-02-22,1.4345472685921123,112.55717267346533
2022-02-23,-1.4189739962546355,110.96001566230943
2022-02-24,-0.1584817511256719,110.78416428643848
2022-02-25,1.8904790621922185,112.87851571649823
2022-03-02,2.448550259432203,115.64240290591776
2022-03-03,-0.049368151151552,115.58531238965588
2022-03-04,-0.788423430197549,114.67401070490881
2022-03-07,-2.1717258096625724,112.18360561745509
2022-03-08,-0.0470882830826857,112.13078028366958
2022-03-09,2.227966518956204,114.62901652583409
2022-03-10,-0.3677854248518186,114.20742771040109
2022-03-11,-2.706753337792389,111.11611434884298
2022-03-14,-2.034866086991538,108.85505022077564
2022-03-15,-0.2576712683721283,108.57456203218464
2022-03-16,1.7642966451103748,110.49013938756175
2022-03-17,1.4108600775059932,112.04900065376158
2022-03-18,2.021393964959928,114.31395239077463
2022-03-21,0.6411947879412683,115.04692749539394
2022-03-22,1.0417082603032757,116.24538084233859
2022-03-23,0.5438237282589631,116.87755080636423
2022-03-24,1.4013333132324224,118.51539486150396
2022-03-25,0.7420813369098278,119.39487548813618
2022-03-28,-0.3814607398266334,118.93943091278405
2022-03-29,1.2762793701010855,120.45743033243954
2022-03-30,-0.1503397940553763,120.27633487975335
2022-03-31,-0.1548331648523193,120.09010722389066
2022-04-01,1.698184471281583,122.12945877631216
2022-04-04,-0.3397422259819871,121.71453343448577
2022-04-05,-2.033637360598306,119.23930120928415
2022-04-06,-1.1145385097399263,117.9103332785619
2022-04-07,0.3530850526280105,118.32665704087236
2022-04-08,-0.6222337411298406,117.59038865601306
2022-04-11,-0.9448553334093224,116.47932959721997
2022-04-12,-0.4228781611337218,115.98676395011836
2022-04-13,0.6918269211351191,116.78919160807872
2022-04-14,-0.7903423423854972,115.86615717547035
2022-04-18,-0.3612273583423309,115.44761691669262
2022-04-19,0.0077765654653338,115.45659477620032
2022-04-20,-0.3498213376118109,115.05270297199317
2022-04-22,-2.8926508075369672,111.7246300303807
2022-04-25,-0.1793200931565541,111.5242853197314
2022-04-26,-1.9897384557627464,109.30524372721014
2022-04-27,0.9182563287965184,110.3089460454417
2022-04-28,0.7559795692504201,111.1428591406007
2022-04-29,-1.6845664036045482,109.27058387551261
2022-05-02,-1.1316305678725436,108.03404454668451
2022-05-03,-0.1762490091979818,107.84363561357448
2022-05-04,1.9015296977658025,109.89431437191693
2022-05-05,-3.10044207134732,106.48710481511134
2022-05-06,-1.047530648487338,105.37161975548621
2022-05-09,-3.1203461213339945,102.0836605054591
2022-05-10,0.4003191265226746,102.49232092351691
2022-05-11,0.9842479665783666,103.5010995081056
2022-05-12,0.8016309598088966,104.33079636550518
2022-05-13,1.536762978182615,105.93411341889336
2022-05-16,1.2085577423059268,107.21438834836054
2022-05-17,0.7865646521918457,108.05769882917244
2022-05-18,-2.275173495963889,105.59919870506262
2022-05-19,0.7040425186618071,106.34266196331242
2022-05-20,1.2065644427682545,107.62575471005499
2022-05-23,1.7105112537464606,109.46670535630004
2022-05-24,-0.0217811152493085,109.44286228704676
2022-05-25,0.4001826178988921,109.88083359845055
2022-05-26,1.0713845734060756,111.05807989875434
2022-05-27,-0.0888036284514282,110.95945629411577
2022-05-30,-1.0327516950228488,109.81352062845015
2022-05-31,0.149770476521871,109.97798886158083
2022-06-01,0.3790923032252813,110.39490695259704
2022-06-02,1.4254413049891834,111.96852155490373
2022-06-03,-1.2523628397665298,110.56626939871414
2022-06-06,-0.981589730286836,109.48096225313509
2022-06-07,-0.4046544716394873,109.03794264378384
2022-06-08,-1.6357557624853911,107.25434821369262
2022-06-09,-1.400150045412596,105.75262640847163
2022-06-10,-1.8570232221954972,103.78877557798467
2022-06-13,-2.8784168922672104,100.80130192947065
2022-06-14,-0.464913313269677,100.33266325685138
2022-06-15,1.527357155097575,101.86510136800486
2022-06-17,-2.6392869483493064,99.17658904267631
2022-06-20,-0.3404166937216346,98.83897537731134
2022-06-21,0.0419997393851456,98.88048748938076
