,REAL INVESTOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM ACOES BDR NIVEL I,Close
2022-01-04,-1.2707620735927794,98.72923792640722
2022-01-05,-2.9823815723361347,95.78475532798215
2022-01-06,-0.2388342177610525,95.55598855686023
2022-01-07,0.1742456259407054,95.72249068724496
2022-01-10,-0.4784735843067711,95.26448385506598
2022-01-11,1.3675092818677292,96.56723451410738
2022-01-12,2.3615100706488423,98.84767948210511
2022-01-13,0.0112777498539662,98.85882727613355
2022-01-14,1.1693697304125503,100.01485247814148
2022-01-17,-0.4768406972300854,99.53794095825107
2022-01-18,-0.2120098256856661,99.32691074313438
2022-01-19,1.5373023994101898,100.8538657252486
2022-01-20,1.1783452109979995,102.04227242212842
2022-01-21,0.0438150762356981,102.08698232158281
2022-01-24,-0.5842943223901553,101.49049387997836
2022-01-25,2.1428892463004834,103.66532275934966
2022-01-26,0.661454448234533,104.35102164801806
2022-01-27,0.9660448345694128,105.35909930246915
2022-01-28,0.0169530903921799,105.37696092581028
2022-01-31,1.074734658487686,106.50948364694099
2022-02-01,0.3590368532147003,106.8918919454022
2022-02-02,-0.8476921466295306,105.98577777199729
2022-02-03,0.0509382123880408,106.03976503257991
2022-02-04,-0.8848201606438177,105.1015038132723
2022-02-07,0.0277618537865231,105.13068193908838
2022-02-08,0.5713161464809602,105.73131049991193
2022-02-09,0.1838913159686983,105.92574119818117
2022-02-10,0.1026825401366782,106.03450843990207
2022-02-11,-0.664780029733425,105.3296122031676
2022-02-14,-0.0122951131292459,105.31666180818863
2022-02-15,1.707530131874635,107.11497554244795
2022-02-16,0.2671508765144326,107.40113413848782
2022-02-17,-0.9375329540702748,106.39421311289428
2022-02-18,-0.3350803617864772,106.03770699867572
2022-02-21,-1.7769503110367737,104.15346963434648
2022-02-22,0.4329734212530134,104.60442647517603
2022-02-23,0.6976543356544518,105.33420379176657
2022-02-24,0.1959530471021597,105.54060937373734
2022-02-25,0.914760338672993,106.50605300948207
2022-03-02,0.7077049654866441,107.25980163517401
2022-03-03,0.040161153712992,107.30287840898097
2022-03-04,-0.9117316256057162,106.32456413134105
2022-03-07,-3.756577311695164,102.33039967842431
2022-03-08,0.4712745568869581,102.81265681606946
2022-03-09,2.7017869299487574,105.5904357402591
2022-03-10,-0.3215194134741916,105.25094199058218
2022-03-11,-2.1154747008325425,103.02438494038347
2022-03-14,-1.5111941715615584,101.46748643987725
2022-03-15,0.0954978811974927,101.56438573953169
2022-03-16,1.4966053173760985,103.08440373706989
2022-03-17,0.9852991479298412,104.1000934887398
2022-03-18,2.742924769678967,106.9554807383014
2022-03-21,0.7261716935753837,107.73216116415043
