,CAIXA FUNDO DE INVESTIMENTO EM ACOES BANCO DO BRASIL PLUS,Close
2022-01-04,0.0977748621956209,100.09777486219562
2022-01-05,-1.6661341462533508,98.43001165557678
2022-01-06,0.8018124162411544,99.21923571033881
2022-01-07,0.098686983447882,99.31715218106139
2022-01-10,0.5152526205413954,99.82888641032139
2022-01-11,0.4095746962740954,100.23776026863027
2022-01-12,0.9595590669992048,101.19960078584484
2022-01-13,1.5998446801433142,102.81863721534344
2022-01-14,2.549305609710117,105.43979850170169
2022-01-17,0.1909294631313951,105.64111414290781
2022-01-18,0.8788872805017611,106.56958045809017
2022-01-19,0.8698427700712497,107.49656824880013
2022-01-20,0.6050795778965279,108.14700803021323
2022-01-21,-0.0059207881038858,108.14060487502707
2022-01-24,0.4738290877809747,108.65300651662723
2022-01-25,2.572360814622443,111.44795388017012
2022-01-26,-0.9690439652483728,110.36797420870154
2022-01-27,1.3721596180458209,111.88239898204857
2022-01-28,0.6130261408041404,112.56826733476731
2022-01-31,0.5163986930128095,113.14956839603121
2022-02-01,-0.1586797227749681,112.97002297457932
2022-02-02,-1.6615387808344595,111.0929822321391
2022-02-03,0.6779831544659443,111.84617393746684
2022-02-04,-0.1911647890292078,111.63236343502204
2022-02-07,-1.1510929105321033,110.34737121366207
2022-02-08,1.0579963731787156,111.51484239900067
2022-02-09,-0.8724988783683996,110.5418766498551
2022-02-10,1.0885550643400688,111.74518584634365
2022-02-11,3.490330367975125,115.64546200268882
2022-02-14,0.4120599876505704,116.12199067913554
2022-02-15,4.723353508543871,121.60684280006947
2022-02-16,0.561803036795494,122.29003373587139
2022-02-17,-0.006046743160526,122.28263917162046
2022-02-18,2.026268734502712,124.76041405687977
2022-02-21,-2.1368906954698508,122.09442037726865
2022-02-22,0.9270521079900008,123.22629927511429
2022-02-23,0.4978740549642424,123.83981104809767
2022-02-24,-3.1838928681587664,119.896884136196
2022-02-25,1.6061735034417437,121.82263612064382
2022-03-02,1.1009111407934702,123.16379509370428
2022-03-03,-0.0269574528836469,123.13059327167218
2022-03-04,-2.447838212212172,120.11655555864465
2022-03-07,-4.162363167158123,115.1168682924126
2022-03-08,0.7472224109875247,115.9770473311205
2022-03-09,5.482027634869402,122.3349411159181
2022-03-10,-1.3045001866276995,120.73908158075007
2022-03-11,-1.999006184970353,118.32549987227448
2022-03-14,0.6204832207068911,119.0596897447995
2022-03-15,-1.1307006044123824,117.71348111324355
2022-03-16,1.3140445356691457,119.26028867955806
2022-03-17,0.91373502220935,120.35001170481115
2022-03-18,-0.2111657557634871,120.09587369303324
2022-03-21,2.0224568550170297,122.52476092313059
2022-03-22,1.9812759332366705,124.95231452355634
2022-03-23,-0.5147613687929375,124.30910827897642
2022-03-24,1.129745634461976,125.71348500299678
2022-03-25,-0.0628229562999793,125.63450807525017
2022-03-28,-0.9610352777230212,124.42711613165324
2022-03-29,0.4207503053285988,124.95064360268874
2022-03-30,-0.6024389494365345,124.19789225805452
2022-03-31,-0.5777990214004602,123.48027805198748
2022-04-01,-0.0633663822052321,123.40203306704898
2022-04-04,-0.9273214942059792,122.25769949013106
2022-04-05,-2.650095942706121,119.01775315629726
2022-04-06,0.5005659184983635,119.6135154655602
2022-04-07,1.834011148758008,121.80724067461996
2022-04-08,1.7715931438142984,123.9651693990809
2022-04-11,0.6236818006433165,124.73831759975963
2022-04-12,-0.2051087982515298,124.48246833557158
2022-04-13,0.4789083706694397,125.07862529644657
2022-04-14,0.0790656967402769,125.17751958301037
