,BB ACOES PETROBRAS I FUNDO DE INVESTIMENTO,Close
2022-01-04,0.9885378640059228,100.98853786400592
2022-01-05,-4.031006978565454,96.91768285515663
2022-01-06,-0.0971983990851854,96.82348041899095
2022-01-07,0.7015730474781323,97.50276786124086
2022-01-10,-0.437781973555118,97.07591831982705
2022-01-11,3.767549213330512,100.73330131681907
2022-01-12,3.2201298120386967,103.97704438317272
2022-01-13,2.286945039138555,106.35494224153659
2022-01-14,2.565582907130848,109.08356646057435
2022-01-17,-0.1815930622111494,108.88547827186946
2022-01-18,0.3684219184053594,109.28663623978353
2022-01-19,-0.7937552593072161,108.4191678169103
2022-01-20,0.6592176636673441,109.13388612196051
2022-01-21,0.2822908642182931,109.4419611122492
2022-01-24,0.2895258241078169,109.7588238520792
2022-01-25,3.2808462528181925,113.35984211156746
2022-01-26,2.832917420067127,116.57123282610665
2022-01-27,0.2655288778260045,116.88076311249775
2022-01-28,-3.268370426489098,113.06066681667409
2022-01-31,-1.386096557432792,111.4935368061176
2022-02-01,2.65377256806123,114.45232170103961
2022-02-02,-1.6916245268439267,112.5162181556025
2022-02-03,-1.1641188146394366,111.20639569053237
2022-02-04,1.7615861573624605,113.16539216311851
2022-02-07,-1.2794615459187586,111.71748448710325
2022-02-08,-1.304561305062324,110.26006141349549
2022-02-09,0.164223034679245,110.44113383238793
2022-02-10,1.6483057010810764,112.26154133768577
2022-02-11,4.343401607466935,117.13751092871397
2022-02-14,-2.478027746227096,114.23481090666064
2022-02-15,-1.9192079549452457,112.04240732842335
2022-02-16,1.940975908279108,114.217123461724
2022-02-17,-0.4516857478616298,113.70122099342987
2022-02-18,-0.2717882247419312,113.39219446338193
2022-02-21,2.645964143268964,116.39251127014883
2022-02-22,-1.201956485462674,114.9935239323444
2022-02-23,0.4380736635467563,115.49728027547634
2022-02-24,-1.793162806543802,113.42622600300685
2022-02-25,1.8255094628631063,115.49683249206024
2022-03-02,2.7891759444539588,118.71824236053506
2022-03-03,-0.932440167204618,117.6112657829661
2022-03-04,-0.4854329657527079,117.04034192741655
2022-03-07,-7.451780640712158,108.31875238584601
2022-03-08,1.7097466462105526,110.17072862198013
2022-03-09,0.0287559836324557,110.20240929867043
2022-03-10,2.9406984374650724,113.44312982696529
2022-03-11,-2.720611816948293,110.35678263137687
2022-03-14,-1.4498810616704216,108.75674053973574
2022-03-15,-2.0294139444494874,106.5496160816936
2022-03-16,-0.2374458392344514,106.29661845158734
2022-03-17,-2.635392444309648,103.49528540035755
2022-03-18,1.204256948530702,104.74163456619303
2022-03-21,3.451574340922936,108.35686994914302
2022-03-22,-0.5873297931690113,107.72045776898631
2022-03-23,1.0727925549880224,108.87607482013101
2022-03-24,1.5292346732087347,110.54104550710913
2022-03-25,-0.0581801021012684,110.47673261396929
2022-03-28,-2.488659928572634,107.7273424390091
2022-03-29,1.5140548873473714,109.35839353221637
2022-03-30,1.865825763791373,111.39883061360882
2022-03-31,0.6672103232445492,112.14209511143653
2022-04-01,-0.4239568037230579,111.66666106937402
2022-04-04,-1.0002947350692626,110.54966533786943
2022-04-05,-0.3718881894994474,110.13854418894672
2022-04-06,0.1845799510192369,110.34183785986399
2022-04-07,5.037225891181807,115.90000548534691
2022-04-08,0.9020382064710342,116.94546781612677
2022-04-11,-1.1572653712544123,115.59209841383925
2022-04-12,-0.0198533467174022,115.56914951376324
2022-04-13,2.347179998576099,118.28176547567479
2022-04-14,-0.0342135798099163,118.24129704944319
2022-04-18,-1.657346626442091,116.28162890173287
2022-04-19,1.926340890952516,118.5216094679326
2022-04-20,0.882888677631577,119.5680233384717
2022-04-22,-4.281950550890922,114.44817970444063
2022-04-25,-0.849755417160214,113.47565009756089
2022-04-26,-0.1490629798488685,113.30649991212259
2022-04-27,0.18579179364413,113.51701409062471
2022-04-28,0.6369109547500695,114.24001638887309
2022-04-29,0.0295935250935075,114.27382403678996
2022-05-02,-1.4250650595540204,112.64534769822542
2022-05-03,0.6614668245468192,113.3904593026446
2022-05-04,4.663272796201401,118.67816574479265
2022-05-05,-0.4845591002689331,118.10309989264401
2022-05-06,3.3216050775259243,122.02601845539358
2022-05-09,-3.3401373337797917,117.95018185603996
2022-05-10,1.037787243412347,119.17425379692361
2022-05-11,4.20357317810327,124.1838307647358
2022-05-12,0.4514024576305786,124.74439962878762
2022-05-13,0.5060448988089661,125.37566229965897
2022-05-16,2.0840792630497207,127.98859047855741
2022-05-17,-0.3048172495950463,127.59845917726521
2022-05-18,-2.0669875936877857,124.96101485633437
2022-05-19,1.0754186065470297,126.30486886102939
2022-05-20,1.5448020970204368,128.25602912383349
2022-05-23,3.722057402611689,133.02979215013292
2022-05-24,-2.423631947240701,129.8056396082344
2022-05-25,1.6454808137195798,131.94156650311388
2022-05-26,0.2578864510556888,132.28182592643603
2022-05-27,-3.920716551898651,127.09543048218448
